SIG_CD,시군구명,2019_노인청소년_예산,"2020_노인,청소년_예산",예산변화량,2019_전체예산,2020_전체예산,2019_노인1인인구,2020_노인1인인구,2019_노인인구,2020_노인인구,총복지시설,노인주거복지시설,노인의료복지시설,노인여가복지시설,재가노인복지시설,노인일자리 지원기관,학대피해노인전용쉼터,치매전담형 장기요양기관,총 종사자수,노인주거복지시설 종사자수,노인의료복지시설 종사자수,노인여가복지시설 종사자수,재가노인복지시설 종사자수,노인일자리 지원기관 종사자수,치매전담형 장기요양기관 종사자수
부산광역시,북구,126627,152654,26027,548998,699107,10211,11219,43125,45908,220,1,10,167,41,1,0,0,745,14,309,14,402,6,0
부산광역시,해운대구,142885,159262,16377,691371,914224,13091,14291,62825,66218,311,0,10,265,34,1,0,1,657,0,181,34,430,7,5
부산광역시,사하구,134706,156571,21865,595540,779774,11382,12524,52805,55964,234,1,9,202,21,1,0,0,780,12,358,33,361,16,0
부산광역시,금정구,102713,116353,13640,493054,629657,9091,9819,44382,46642,168,2,8,146,7,1,0,4,616,27,461,14,78,14,22
부산광역시,강서구,34861,44217,9356,383898,513904,2254,2607,14090,15183,182,1,4,167,9,1,0,0,238,3,120,16,93,6,0
부산광역시,연제구,82553,99355,16802,397231,531972,7003,7714,35526,37891,152,0,8,135,7,1,1,0,200,0,110,30,48,12,0
부산광역시,수영구,75896,87243,11347,341329,449859,6525,7135,33784,35661,117,1,5,99,11,1,0,0,409,21,144,21,217,6,0
부산광역시,사상구,90324,104886,14562,445044,577394,7939,8718,34306,36409,161,0,8,146,5,1,0,1,329,0,235,21,58,11,4
부산광역시,기장군,70419,78299,7880,615905,740138,4939,5325,24049,25348,335,0,20,287,27,1,0,0,770,0,548,36,181,5,0
대구광역시,중구,44345,49435,5090,299496,363550,3263,3467,15566,15597,73,1,7,52,12,1,0,0,294,9,127,15,137,6,0
대구광역시,동구,182269,216020,33751,721200,976144,13254,14661,61656,64014,286,0,42,218,24,1,0,1,1307,0,909,30,358,6,4
대구광역시,서구,102474,118216,15742,437883,570610,8129,8822,35821,36752,160,1,37,95,24,1,0,2,961,12,690,27,224,6,2
대구광역시,남구,84767,97190,12423,393385,555867,7459,8061,32158,32987,106,0,26,68,10,1,0,1,609,0,504,10,84,6,5
대구광역시,북구,143010,164951,21941,706740,1023409,11602,12761,56894,60120,355,1,56,282,13,1,0,2,1185,12,988,45,122,6,12
대구광역시,수성구,129511,149497,19986,708835,990492,11524,12586,61089,63474,289,1,15,251,20,1,0,1,485,13,301,17,141,6,7
대구광역시,달서구,168542,201707,33165,818884,1240555,15516,17121,70983,75775,348,1,39,277,26,1,1,3,1021,12,651,26,309,6,17
대구광역시,달성군,82720,100466,17746,847000,1011300,5330,5980,28767,30558,367,1,30,324,11,1,0,0,957,12,831,28,80,6,0
인천광역시,중구,49891,63004,13113,415448,493676,3640,4100,17482,19076,119,0,19,87,11,1,0,1,553,0,446,18,76,6,7
인천광역시,동구,49991,67300,17309,325305,302909,2833,3041,13254,13751,59,0,9,40,9,1,0,0,363,0,219,54,83,7,0
인천광역시,미추홀구,165614,195011,29397,697279,930035,11723,12948,62833,65642,235,0,45,167,18,3,0,2,1352,0,1156,34,122,32,8
인천광역시,연수구,85040,96764,11724,644879,704838,5393,6154,31227,34346,206,1,26,158,20,1,0,0,799,9,494,58,208,30,0
인천광역시,남동구,155500,185745,30245,891656,990333,12338,14018,62248,66423,318,1,91,188,35,1,1,1,2516,5,1908,64,500,34,5
인천광역시,부평구,166594,198930,32336,869317,988937,13114,14313,66424,69549,294,3,59,194,37,1,0,0,1883,17,1215,81,540,30,0
인천광역시,계양구,97592,117234,19642,561725,667473,6476,7236,33119,35043,248,2,50,163,29,2,0,2,1379,18,932,40,337,40,12
인천광역시,서구,137979,158295,20316,1030284,1138812,8276,9336,49975,53691,409,5,63,256,78,1,0,6,2301,37,1407,46,763,8,40
인천광역시,강화군,62054,69540,7486,617553,647799,3798,3988,21148,21902,282,9,30,239,4,0,0,0,833,39,719,42,33,0,0
인천광역시,옹진군,18989,27055,8066,364286,434150,1057,1164,4965,5125,76,0,3,71,2,0,0,0,64,0,49,0,15,0,0
광주광역시,동구,52879,61707,8828,368713,437749,3896,4169,20337,21138,151,1,10,120,19,1,0,0,583,17,210,25,325,6,0
광주광역시,서구,98345,117642,19297,572910,741813,7922,8710,38468,40246,311,1,16,245,47,1,0,1,862,10,295,28,517,6,6
광주광역시,남구,94028,109272,15244,475853,637044,6774,7353,34677,36162,323,0,15,243,63,1,1,0,1472,0,240,150,1076,6,0
광주광역시,북구,146916,167292,20376,766621,1071774,12945,14029,58793,61446,490,0,30,395,64,1,0,0,1341,0,544,43,748,6,0
광주광역시,광산구,104162,120203,16041,748711,982054,7370,7963,34911,36487,493,1,24,379,87,1,0,1,1303,6,411,35,840,6,5
대전광역시,동구,110108,128901,18793,529976,668200,8606,9259,38664,40621,234,0,32,165,34,1,0,2,1171,0,806,28,319,6,12
대전광역시,중구,103728,125244,21516,491062,612849,8475,9287,41625,43648,208,3,23,148,33,1,0,0,1411,14,574,113,704,6,0
대전광역시,서구,123003,142263,19260,761909,990874,10127,11361,54225,57201,317,2,39,209,63,1,1,2,1724,13,872,26,803,6,4
대전광역시,유성구,61321,71389,10068,556357,738722,5089,5718,29219,31182,245,1,17,200,26,1,0,0,901,12,607,54,217,11,0
대전광역시,대덕구,71550,87419,15869,445784,545657,5426,5989,24797,26039,181,1,17,122,39,1,0,1,1029,1,458,20,529,15,6
울산광역시,중구,75809,90709,14900,405211,514398,6207,6864,29405,31023,108,0,10,91,4,2,1,0,318,0,231,25,49,13,0
울산광역시,남구,83749,100111,16362,521708,691994,6852,7596,33804,36318,176,0,9,151,14,1,0,1,370,0,137,68,155,5,5
울산광역시,동구,47382,50472,3090,306233,336528,3083,3466,16783,18189,79,0,3,64,10,1,0,1,275,0,81,29,153,5,7
울산광역시,북구,45189,52372,7183,388151,518264,2698,3039,14984,16449,154,0,4,139,10,1,0,0,279,0,177,22,75,5,0
울산광역시,울주군,93945,134536,40591,967005,1041271,5912,6422,28943,30586,466,2,23,410,28,1,0,2,838,17,479,31,302,5,4
세종시,세종시,96689,100930,4241,1691406,1896054,5107,5640,29178,31949,237,4,13,202,13,1,0,4,474,22,310,0,125,4,13
경기도,수원시,319030,360022,40992,3143831,3678019,22002,24010,117256,123647,660,8,80,533,37,1,0,1,2944,166,2094,283,383,14,4
경기도,성남시,325804,362723,36919,3313459,4062083,21669,23569,120100,125807,492,6,51,395,36,2,0,2,2140,141,1226,203,540,24,6
경기도,의정부시,179123,205245,26122,1478056,1620142,11541,12918,61413,65272,392,2,100,257,29,1,1,2,2637,14,2085,145,365,12,16
경기도,안양시,178131,197439,19308,2206595,2008502,11300,12152,67680,71643,340,1,44,245,48,1,0,1,1727,3,1025,41,634,17,7
경기도,부천시,264940,305555,40615,2165739,2673918,18191,20033,97670,104089,575,0,135,391,37,1,1,10,3229,0,2219,329,600,19,62
경기도,광명시,97913,105900,7987,977467,1170733,7220,7461,39869,41397,159,1,14,125,19,0,0,0,641,10,372,97,162,0,0
경기도,평택시,152118,176601,24483,2249718,2439653,11254,12486,58483,61910,683,4,40,585,52,1,0,1,1787,25,970,82,695,8,7
경기도,동두천시,59900,68657,8757,562349,567686,3861,4320,17695,18344,173,0,34,117,22,0,0,0,908,0,690,70,148,0,0
