시군구코드,시군구,성별코드,성별,연령구간코드,연령별,시점,주민등록연앙인구(명)
0,전국,0,계,0,계,2019 년,51337423.5
0,전국,0,계,0,계,2020 년,51349259
0,전국,0,계,20,0 - 4세,2019 년,1909182.5
0,전국,0,계,20,0 - 4세,2020 년,1760637.5
0,전국,0,계,50,5 - 9세,2019 년,2323178.5
0,전국,0,계,50,5 - 9세,2020 년,2305388.5
0,전국,0,계,70,10 - 14세,2019 년,2308928.5
0,전국,0,계,70,10 - 14세,2020 년,2314984
0,전국,0,계,100,15 - 19세,2019 년,2725294.5
0,전국,0,계,100,15 - 19세,2020 년,2551012.5
0,전국,0,계,120,20 - 24세,2019 년,3353801
0,전국,0,계,120,20 - 24세,2020 년,3272265
0,전국,0,계,130,25 - 29세,2019 년,3430877
0,전국,0,계,130,25 - 29세,2020 년,3505179.5
0,전국,0,계,150,30 - 34세,2019 년,3151167
0,전국,0,계,150,30 - 34세,2020 년,3130579
0,전국,0,계,160,35 - 39세,2019 년,3960321
0,전국,0,계,160,35 - 39세,2020 년,3786437.5
0,전국,0,계,180,40 - 44세,2019 년,3857129
0,전국,0,계,180,40 - 44세,2020 년,3863754.5
0,전국,0,계,190,45 - 49세,2019 년,4478729.5
0,전국,0,계,190,45 - 49세,2020 년,4380758
0,전국,0,계,210,50 - 54세,2019 년,4258855
0,전국,0,계,210,50 - 54세,2020 년,4331294
0,전국,0,계,230,55 - 59세,2019 년,4259891.5
0,전국,0,계,230,55 - 59세,2020 년,4207585
0,전국,0,계,260,60 - 64세,2019 년,3601453
0,전국,0,계,260,60 - 64세,2020 년,3804709.5
0,전국,0,계,280,65 - 69세,2019 년,2443839.5
0,전국,0,계,280,65 - 69세,2020 년,2635592
0,전국,0,계,310,70 - 74세,2019 년,1902232
0,전국,0,계,310,70 - 74세,2020 년,2000708.5
0,전국,0,계,330,75 - 79세,2019 년,1603245.5
0,전국,0,계,330,75 - 79세,2020 년,1602662.5
0,전국,0,계,340,80세 이상,2019 년,1769298.5
0,전국,0,계,340,80세 이상,2020 년,1895711.5
0,전국,0,계,360,80 - 84세,2019 년,1056165
0,전국,0,계,360,80 - 84세,2020 년,1110911.5
0,전국,0,계,370,85세 이상,2019 년,713133.5
0,전국,0,계,370,85세 이상,2020 년,784800
0,전국,0,계,380,85 - 89세,2019 년,499619
0,전국,0,계,380,85 - 89세,2020 년,549650.5
0,전국,0,계,410,90 - 94세,2019 년,169218.5
0,전국,0,계,410,90 - 94세,2020 년,188043.5
0,전국,0,계,430,95 - 99세,2019 년,39069.5
0,전국,0,계,430,95 - 99세,2020 년,41268.5
0,전국,0,계,440,100세 이상,2019 년,5226.5
0,전국,0,계,440,100세 이상,2020 년,5837.5
0,전국,1,남자,0,계,2019 년,25609342
0,전국,1,남자,0,계,2020 년,25606080.5
0,전국,1,남자,20,0 - 4세,2019 년,979211
0,전국,1,남자,20,0 - 4세,2020 년,903178
0,전국,1,남자,50,5 - 9세,2019 년,1193014
0,전국,1,남자,50,5 - 9세,2020 년,1182550.5
0,전국,1,남자,70,10 - 14세,2019 년,1191290.5
0,전국,1,남자,70,10 - 14세,2020 년,1192976.5
0,전국,1,남자,100,15 - 19세,2019 년,1418938
0,전국,1,남자,100,15 - 19세,2020 년,1325906
0,전국,1,남자,120,20 - 24세,2019 년,1759184
0,전국,1,남자,120,20 - 24세,2020 년,1709726
0,전국,1,남자,130,25 - 29세,2019 년,1811314.5
0,전국,1,남자,130,25 - 29세,2020 년,1852731
0,전국,1,남자,150,30 - 34세,2019 년,1627594
0,전국,1,남자,150,30 - 34세,2020 년,1623891.5
0,전국,1,남자,160,35 - 39세,2019 년,2018361.5
0,전국,1,남자,160,35 - 39세,2020 년,1933535.5
0,전국,1,남자,180,40 - 44세,2019 년,1959709
0,전국,1,남자,180,40 - 44세,2020 년,1962337
0,전국,1,남자,190,45 - 49세,2019 년,2274031.5
0,전국,1,남자,190,45 - 49세,2020 년,2224690
0,전국,1,남자,210,50 - 54세,2019 년,2146978
0,전국,1,남자,210,50 - 54세,2020 년,2184220
0,전국,1,남자,230,55 - 59세,2019 년,2136895
0,전국,1,남자,230,55 - 59세,2020 년,2115455
0,전국,1,남자,260,60 - 64세,2019 년,1778062.5
0,전국,1,남자,260,60 - 64세,2020 년,1878929.5
0,전국,1,남자,280,65 - 69세,2019 년,1177940
0,전국,1,남자,280,65 - 69세,2020 년,1271779.5
0,전국,1,남자,310,70 - 74세,2019 년,883751
0,전국,1,남자,310,70 - 74세,2020 년,934279.5
0,전국,1,남자,330,75 - 79세,2019 년,675845
0,전국,1,남자,330,75 - 79세,2020 년,682114.5
0,전국,1,남자,340,80세 이상,2019 년,577222.5
0,전국,1,남자,340,80세 이상,2020 년,627780.5
0,전국,1,남자,360,80 - 84세,2019 년,386770.5
0,전국,1,남자,360,80 - 84세,2020 년,413379.5
0,전국,1,남자,370,85세 이상,2019 년,190452
0,전국,1,남자,370,85세 이상,2020 년,214401
0,전국,1,남자,380,85 - 89세,2019 년,144408.5
0,전국,1,남자,380,85 - 89세,2020 년,163454
0,전국,1,남자,410,90 - 94세,2019 년,37636
0,전국,1,남자,410,90 - 94세,2020 년,42101.5
0,전국,1,남자,430,95 - 99세,2019 년,7672
0,전국,1,남자,430,95 - 99세,2020 년,7951
0,전국,1,남자,440,100세 이상,2019 년,735.5
0,전국,1,남자,440,100세 이상,2020 년,894.5
0,전국,2,여자,0,계,2019 년,25728081.5
0,전국,2,여자,0,계,2020 년,25743178.5
0,전국,2,여자,20,0 - 4세,2019 년,929971.5
0,전국,2,여자,20,0 - 4세,2020 년,857459.5
0,전국,2,여자,50,5 - 9세,2019 년,1130164.5
0,전국,2,여자,50,5 - 9세,2020 년,1122838
0,전국,2,여자,70,10 - 14세,2019 년,1117638
0,전국,2,여자,70,10 - 14세,2020 년,1122007.5
0,전국,2,여자,100,15 - 19세,2019 년,1306356.5
0,전국,2,여자,100,15 - 19세,2020 년,1225106.5
0,전국,2,여자,120,20 - 24세,2019 년,1594617
0,전국,2,여자,120,20 - 24세,2020 년,1562539
0,전국,2,여자,130,25 - 29세,2019 년,1619562.5
0,전국,2,여자,130,25 - 29세,2020 년,1652448.5
0,전국,2,여자,150,30 - 34세,2019 년,1523573
0,전국,2,여자,150,30 - 34세,2020 년,1506687.5
0,전국,2,여자,160,35 - 39세,2019 년,1941959.5
0,전국,2,여자,160,35 - 39세,2020 년,1852902
0,전국,2,여자,180,40 - 44세,2019 년,1897420
0,전국,2,여자,180,40 - 44세,2020 년,1901417.5
0,전국,2,여자,190,45 - 49세,2019 년,2204698
0,전국,2,여자,190,45 - 49세,2020 년,2156068
0,전국,2,여자,210,50 - 54세,2019 년,2111877
0,전국,2,여자,210,50 - 54세,2020 년,2147074
0,전국,2,여자,230,55 - 59세,2019 년,2122996.5
0,전국,2,여자,230,55 - 59세,2020 년,2092130
0,전국,2,여자,260,60 - 64세,2019 년,1823390.5
0,전국,2,여자,260,60 - 64세,2020 년,1925780
0,전국,2,여자,280,65 - 69세,2019 년,1265899.5
0,전국,2,여자,280,65 - 69세,2020 년,1363812.5
0,전국,2,여자,310,70 - 74세,2019 년,1018481
0,전국,2,여자,310,70 - 74세,2020 년,1066429
0,전국,2,여자,330,75 - 79세,2019 년,927400.5
0,전국,2,여자,330,75 - 79세,2020 년,920548
0,전국,2,여자,340,80세 이상,2019 년,1192076
0,전국,2,여자,340,80세 이상,2020 년,1267931
0,전국,2,여자,360,80 - 84세,2019 년,669394.5
0,전국,2,여자,360,80 - 84세,2020 년,697532
0,전국,2,여자,370,85세 이상,2019 년,522681.5
0,전국,2,여자,370,85세 이상,2020 년,570399
0,전국,2,여자,380,85 - 89세,2019 년,355210.5
0,전국,2,여자,380,85 - 89세,2020 년,386196.5
0,전국,2,여자,410,90 - 94세,2019 년,131582.5
0,전국,2,여자,410,90 - 94세,2020 년,145942
0,전국,2,여자,430,95 - 99세,2019 년,31397.5
0,전국,2,여자,430,95 - 99세,2020 년,33317.5
0,전국,2,여자,440,100세 이상,2019 년,4491
0,전국,2,여자,440,100세 이상,2020 년,4943
11,서울특별시,0,계,0,계,2019 년,9578974.5
11,서울특별시,0,계,0,계,2020 년,9533412
11,서울특별시,0,계,20,0 - 4세,2019 년,312470
11,서울특별시,0,계,20,0 - 4세,2020 년,285507
11,서울특별시,0,계,50,5 - 9세,2019 년,363167.5
11,서울특별시,0,계,50,5 - 9세,2020 년,356875.5
11,서울특별시,0,계,70,10 - 14세,2019 년,374188
11,서울특별시,0,계,70,10 - 14세,2020 년,369850.5
11,서울특별시,0,계,100,15 - 19세,2019 년,459374.5
11,서울특별시,0,계,100,15 - 19세,2020 년,427350
11,서울특별시,0,계,120,20 - 24세,2019 년,645905
11,서울특별시,0,계,120,20 - 24세,2020 년,631877.5
11,서울특별시,0,계,130,25 - 29세,2019 년,796730.5
11,서울특별시,0,계,130,25 - 29세,2020 년,816546
11,서울특별시,0,계,150,30 - 34세,2019 년,721278
11,서울특별시,0,계,150,30 - 34세,2020 년,719526
11,서울특별시,0,계,160,35 - 39세,2019 년,790734
11,서울특별시,0,계,160,35 - 39세,2020 년,756788
11,서울특별시,0,계,180,40 - 44세,2019 년,717153
11,서울특별시,0,계,180,40 - 44세,2020 년,714459
11,서울특별시,0,계,190,45 - 49세,2019 년,827942.5
11,서울특별시,0,계,190,45 - 49세,2020 년,801398.5
11,서울특별시,0,계,210,50 - 54세,2019 년,752927.5
11,서울특별시,0,계,210,50 - 54세,2020 년,762279.5
11,서울특별시,0,계,230,55 - 59세,2019 년,752147
11,서울특별시,0,계,230,55 - 59세,2020 년,732788
11,서울특별시,0,계,260,60 - 64세,2019 년,668847.5
11,서울특별시,0,계,260,60 - 64세,2020 년,689251
11,서울특별시,0,계,280,65 - 69세,2019 년,466086
11,서울특별시,0,계,280,65 - 69세,2020 년,496050
11,서울특별시,0,계,310,70 - 74세,2019 년,370201.5
11,서울특별시,0,계,310,70 - 74세,2020 년,385833.5
11,서울특별시,0,계,330,75 - 79세,2019 년,284616.5
11,서울특별시,0,계,330,75 - 79세,2020 년,289716.5
11,서울특별시,0,계,340,80세 이상,2019 년,275205.5
11,서울특별시,0,계,340,80세 이상,2020 년,297315.5
11,서울특별시,0,계,360,80 - 84세,2019 년,166758
11,서울특별시,0,계,360,80 - 84세,2020 년,178205.5
11,서울특별시,0,계,370,85세 이상,2019 년,108447.5
11,서울특별시,0,계,370,85세 이상,2020 년,119110
11,서울특별시,0,계,380,85 - 89세,2019 년,74381
11,서울특별시,0,계,380,85 - 89세,2020 년,81871.5
11,서울특별시,0,계,410,90 - 94세,2019 년,26780
11,서울특별시,0,계,410,90 - 94세,2020 년,29509.5
11,서울특별시,0,계,430,95 - 99세,2019 년,6436
11,서울특별시,0,계,430,95 - 99세,2020 년,6768.5
11,서울특별시,0,계,440,100세 이상,2019 년,850.5
11,서울특별시,0,계,440,100세 이상,2020 년,960.5
11,서울특별시,1,남자,0,계,2019 년,4675763.5
11,서울특별시,1,남자,0,계,2020 년,4642652.5
11,서울특별시,1,남자,20,0 - 4세,2019 년,160521
11,서울특별시,1,남자,20,0 - 4세,2020 년,146911.5
11,서울특별시,1,남자,50,5 - 9세,2019 년,186184.5
11,서울특별시,1,남자,50,5 - 9세,2020 년,182973.5
11,서울특별시,1,남자,70,10 - 14세,2019 년,192814.5
11,서울특별시,1,남자,70,10 - 14세,2020 년,190280.5
11,서울특별시,1,남자,100,15 - 19세,2019 년,236137.5
11,서울특별시,1,남자,100,15 - 19세,2020 년,219320.5
11,서울특별시,1,남자,120,20 - 24세,2019 년,314955.5
11,서울특별시,1,남자,120,20 - 24세,2020 년,303775.5
11,서울특별시,1,남자,130,25 - 29세,2019 년,394865.5
11,서울특별시,1,남자,130,25 - 29세,2020 년,402080.5
11,서울특별시,1,남자,150,30 - 34세,2019 년,359559.5
11,서울특별시,1,남자,150,30 - 34세,2020 년,359044.5
11,서울특별시,1,남자,160,35 - 39세,2019 년,396267
11,서울특별시,1,남자,160,35 - 39세,2020 년,379352.5
11,서울특별시,1,남자,180,40 - 44세,2019 년,355616.5
11,서울특별시,1,남자,180,40 - 44세,2020 년,353614
11,서울특별시,1,남자,190,45 - 49세,2019 년,409950
11,서울특별시,1,남자,190,45 - 49세,2020 년,396805.5
11,서울특별시,1,남자,210,50 - 54세,2019 년,369964
11,서울특별시,1,남자,210,50 - 54세,2020 년,375169
11,서울특별시,1,남자,230,55 - 59세,2019 년,364169.5
11,서울특별시,1,남자,230,55 - 59세,2020 년,356333
11,서울특별시,1,남자,260,60 - 64세,2019 년,317438.5
11,서울특별시,1,남자,260,60 - 64세,2020 년,326997
11,서울특별시,1,남자,280,65 - 69세,2019 년,219728.5
11,서울특별시,1,남자,280,65 - 69세,2020 년,233225
11,서울특별시,1,남자,310,70 - 74세,2019 년,170804
11,서울특별시,1,남자,310,70 - 74세,2020 년,177616
11,서울특별시,1,남자,330,75 - 79세,2019 년,128222.5
11,서울특별시,1,남자,330,75 - 79세,2020 년,130497.5
11,서울특별시,1,남자,340,80세 이상,2019 년,98565
11,서울특별시,1,남자,340,80세 이상,2020 년,108656.5
11,서울특별시,1,남자,360,80 - 84세,2019 년,66601
11,서울특별시,1,남자,360,80 - 84세,2020 년,72557.5
11,서울특별시,1,남자,370,85세 이상,2019 년,31964
11,서울특별시,1,남자,370,85세 이상,2020 년,36099
11,서울특별시,1,남자,380,85 - 89세,2019 년,23816
11,서울특별시,1,남자,380,85 - 89세,2020 년,26993
11,서울특별시,1,남자,410,90 - 94세,2019 년,6503
11,서울특별시,1,남자,410,90 - 94세,2020 년,7378.5
11,서울특별시,1,남자,430,95 - 99세,2019 년,1499.5
11,서울특별시,1,남자,430,95 - 99세,2020 년,1550
11,서울특별시,1,남자,440,100세 이상,2019 년,145.5
11,서울특별시,1,남자,440,100세 이상,2020 년,177.5
11,서울특별시,2,여자,0,계,2019 년,4903211
11,서울특별시,2,여자,0,계,2020 년,4890759.5
11,서울특별시,2,여자,20,0 - 4세,2019 년,151949
11,서울특별시,2,여자,20,0 - 4세,2020 년,138595.5
11,서울특별시,2,여자,50,5 - 9세,2019 년,176983
11,서울특별시,2,여자,50,5 - 9세,2020 년,173902
11,서울특별시,2,여자,70,10 - 14세,2019 년,181373.5
11,서울특별시,2,여자,70,10 - 14세,2020 년,179570
11,서울특별시,2,여자,100,15 - 19세,2019 년,223237
11,서울특별시,2,여자,100,15 - 19세,2020 년,208029.5
11,서울특별시,2,여자,120,20 - 24세,2019 년,330949.5
11,서울특별시,2,여자,120,20 - 24세,2020 년,328102
11,서울특별시,2,여자,130,25 - 29세,2019 년,401865
11,서울특별시,2,여자,130,25 - 29세,2020 년,414465.5
11,서울특별시,2,여자,150,30 - 34세,2019 년,361718.5
11,서울특별시,2,여자,150,30 - 34세,2020 년,360481.5
11,서울특별시,2,여자,160,35 - 39세,2019 년,394467
11,서울특별시,2,여자,160,35 - 39세,2020 년,377435.5
11,서울특별시,2,여자,180,40 - 44세,2019 년,361536.5
11,서울특별시,2,여자,180,40 - 44세,2020 년,360845
11,서울특별시,2,여자,190,45 - 49세,2019 년,417992.5
11,서울특별시,2,여자,190,45 - 49세,2020 년,404593
11,서울특별시,2,여자,210,50 - 54세,2019 년,382963.5
11,서울특별시,2,여자,210,50 - 54세,2020 년,387110.5
11,서울특별시,2,여자,230,55 - 59세,2019 년,387977.5
11,서울특별시,2,여자,230,55 - 59세,2020 년,376455
11,서울특별시,2,여자,260,60 - 64세,2019 년,351409
11,서울특별시,2,여자,260,60 - 64세,2020 년,362254
11,서울특별시,2,여자,280,65 - 69세,2019 년,246357.5
11,서울특별시,2,여자,280,65 - 69세,2020 년,262825
11,서울특별시,2,여자,310,70 - 74세,2019 년,199397.5
11,서울특별시,2,여자,310,70 - 74세,2020 년,208217.5
11,서울특별시,2,여자,330,75 - 79세,2019 년,156394
11,서울특별시,2,여자,330,75 - 79세,2020 년,159219
11,서울특별시,2,여자,340,80세 이상,2019 년,176640.5
11,서울특별시,2,여자,340,80세 이상,2020 년,188659
11,서울특별시,2,여자,360,80 - 84세,2019 년,100157
11,서울특별시,2,여자,360,80 - 84세,2020 년,105648
11,서울특별시,2,여자,370,85세 이상,2019 년,76483.5
11,서울특별시,2,여자,370,85세 이상,2020 년,83011
11,서울특별시,2,여자,380,85 - 89세,2019 년,50565
11,서울특별시,2,여자,380,85 - 89세,2020 년,54878.5
11,서울특별시,2,여자,410,90 - 94세,2019 년,20277
11,서울특별시,2,여자,410,90 - 94세,2020 년,22131
11,서울특별시,2,여자,430,95 - 99세,2019 년,4936.5
11,서울특별시,2,여자,430,95 - 99세,2020 년,5218.5
11,서울특별시,2,여자,440,100세 이상,2019 년,705
11,서울특별시,2,여자,440,100세 이상,2020 년,783
11010,종로구,0,계,0,계,2019 년,146603
11010,종로구,0,계,0,계,2020 년,144865.5
11010,종로구,0,계,20,0 - 4세,2019 년,3704.5
11010,종로구,0,계,20,0 - 4세,2020 년,3309
11010,종로구,0,계,50,5 - 9세,2019 년,4683.5
11010,종로구,0,계,50,5 - 9세,2020 년,4548.5
11010,종로구,0,계,70,10 - 14세,2019 년,5204
11010,종로구,0,계,70,10 - 14세,2020 년,5120
11010,종로구,0,계,100,15 - 19세,2019 년,6776
11010,종로구,0,계,100,15 - 19세,2020 년,6181.5
11010,종로구,0,계,120,20 - 24세,2019 년,10940
11010,종로구,0,계,120,20 - 24세,2020 년,10602
11010,종로구,0,계,130,25 - 29세,2019 년,12502.5
11010,종로구,0,계,130,25 - 29세,2020 년,12667.5
11010,종로구,0,계,150,30 - 34세,2019 년,10107.5
11010,종로구,0,계,150,30 - 34세,2020 년,9995
11010,종로구,0,계,160,35 - 39세,2019 년,10274
11010,종로구,0,계,160,35 - 39세,2020 년,9795.5
11010,종로구,0,계,180,40 - 44세,2019 년,9789.5
11010,종로구,0,계,180,40 - 44세,2020 년,9649.5
11010,종로구,0,계,190,45 - 49세,2019 년,12824
11010,종로구,0,계,190,45 - 49세,2020 년,12221
11010,종로구,0,계,210,50 - 54세,2019 년,12220.5
11010,종로구,0,계,210,50 - 54세,2020 년,12286.5
11010,종로구,0,계,230,55 - 59세,2019 년,12308
11010,종로구,0,계,230,55 - 59세,2020 년,12160
11010,종로구,0,계,260,60 - 64세,2019 년,10439.5
11010,종로구,0,계,260,60 - 64세,2020 년,10734.5
11010,종로구,0,계,280,65 - 69세,2019 년,7243.5
11010,종로구,0,계,280,65 - 69세,2020 년,7636.5
11010,종로구,0,계,310,70 - 74세,2019 년,6189
11010,종로구,0,계,310,70 - 74세,2020 년,6244.5
11010,종로구,0,계,330,75 - 79세,2019 년,5551.5
11010,종로구,0,계,330,75 - 79세,2020 년,5449.5
11010,종로구,0,계,340,80세 이상,2019 년,5845.5
11010,종로구,0,계,340,80세 이상,2020 년,6264.5
11010,종로구,0,계,360,80 - 84세,2019 년,3475.5
11010,종로구,0,계,360,80 - 84세,2020 년,3682
11010,종로구,0,계,370,85세 이상,2019 년,2370
11010,종로구,0,계,370,85세 이상,2020 년,2582.5
11010,종로구,0,계,380,85 - 89세,2019 년,1602.5
11010,종로구,0,계,380,85 - 89세,2020 년,1748.5
11010,종로구,0,계,410,90 - 94세,2019 년,592
11010,종로구,0,계,410,90 - 94세,2020 년,639
11010,종로구,0,계,430,95 - 99세,2019 년,152.5
11010,종로구,0,계,430,95 - 99세,2020 년,169
11010,종로구,0,계,440,100세 이상,2019 년,23
11010,종로구,0,계,440,100세 이상,2020 년,26
11010,종로구,1,남자,0,계,2019 년,71623.5
11010,종로구,1,남자,0,계,2020 년,70612.5
11010,종로구,1,남자,20,0 - 4세,2019 년,1871
11010,종로구,1,남자,20,0 - 4세,2020 년,1668
11010,종로구,1,남자,50,5 - 9세,2019 년,2382
11010,종로구,1,남자,50,5 - 9세,2020 년,2296.5
11010,종로구,1,남자,70,10 - 14세,2019 년,2646
11010,종로구,1,남자,70,10 - 14세,2020 년,2575
11010,종로구,1,남자,100,15 - 19세,2019 년,3405.5
11010,종로구,1,남자,100,15 - 19세,2020 년,3098.5
11010,종로구,1,남자,120,20 - 24세,2019 년,5251.5
11010,종로구,1,남자,120,20 - 24세,2020 년,4975.5
11010,종로구,1,남자,130,25 - 29세,2019 년,6456
11010,종로구,1,남자,130,25 - 29세,2020 년,6526
11010,종로구,1,남자,150,30 - 34세,2019 년,5063
11010,종로구,1,남자,150,30 - 34세,2020 년,5004.5
11010,종로구,1,남자,160,35 - 39세,2019 년,5041
11010,종로구,1,남자,160,35 - 39세,2020 년,4820
11010,종로구,1,남자,180,40 - 44세,2019 년,4681.5
11010,종로구,1,남자,180,40 - 44세,2020 년,4635.5
11010,종로구,1,남자,190,45 - 49세,2019 년,6292
11010,종로구,1,남자,190,45 - 49세,2020 년,5993
11010,종로구,1,남자,210,50 - 54세,2019 년,6063.5
11010,종로구,1,남자,210,50 - 54세,2020 년,6072
11010,종로구,1,남자,230,55 - 59세,2019 년,6216
11010,종로구,1,남자,230,55 - 59세,2020 년,6179.5
11010,종로구,1,남자,260,60 - 64세,2019 년,5277.5
11010,종로구,1,남자,260,60 - 64세,2020 년,5409
11010,종로구,1,남자,280,65 - 69세,2019 년,3514
11010,종로구,1,남자,280,65 - 69세,2020 년,3743.5
11010,종로구,1,남자,310,70 - 74세,2019 년,2784.5
11010,종로구,1,남자,310,70 - 74세,2020 년,2842
11010,종로구,1,남자,330,75 - 79세,2019 년,2459.5
11010,종로구,1,남자,330,75 - 79세,2020 년,2368.5
11010,종로구,1,남자,340,80세 이상,2019 년,2219
11010,종로구,1,남자,340,80세 이상,2020 년,2405.5
11010,종로구,1,남자,360,80 - 84세,2019 년,1427
11010,종로구,1,남자,360,80 - 84세,2020 년,1517
11010,종로구,1,남자,370,85세 이상,2019 년,792
11010,종로구,1,남자,370,85세 이상,2020 년,888.5
11010,종로구,1,남자,380,85 - 89세,2019 년,567.5
11010,종로구,1,남자,380,85 - 89세,2020 년,642
11010,종로구,1,남자,410,90 - 94세,2019 년,176
11010,종로구,1,남자,410,90 - 94세,2020 년,188.5
11010,종로구,1,남자,430,95 - 99세,2019 년,45
11010,종로구,1,남자,430,95 - 99세,2020 년,52
11010,종로구,1,남자,440,100세 이상,2019 년,3.5
11010,종로구,1,남자,440,100세 이상,2020 년,6
11010,종로구,2,여자,0,계,2019 년,74979.5
11010,종로구,2,여자,0,계,2020 년,74253
11010,종로구,2,여자,20,0 - 4세,2019 년,1833.5
11010,종로구,2,여자,20,0 - 4세,2020 년,1641
11010,종로구,2,여자,50,5 - 9세,2019 년,2301.5
11010,종로구,2,여자,50,5 - 9세,2020 년,2252
11010,종로구,2,여자,70,10 - 14세,2019 년,2558
11010,종로구,2,여자,70,10 - 14세,2020 년,2545
11010,종로구,2,여자,100,15 - 19세,2019 년,3370.5
11010,종로구,2,여자,100,15 - 19세,2020 년,3083
11010,종로구,2,여자,120,20 - 24세,2019 년,5688.5
11010,종로구,2,여자,120,20 - 24세,2020 년,5626.5
11010,종로구,2,여자,130,25 - 29세,2019 년,6046.5
11010,종로구,2,여자,130,25 - 29세,2020 년,6141.5
11010,종로구,2,여자,150,30 - 34세,2019 년,5044.5
11010,종로구,2,여자,150,30 - 34세,2020 년,4990.5
11010,종로구,2,여자,160,35 - 39세,2019 년,5233
11010,종로구,2,여자,160,35 - 39세,2020 년,4975.5
11010,종로구,2,여자,180,40 - 44세,2019 년,5108
11010,종로구,2,여자,180,40 - 44세,2020 년,5014
11010,종로구,2,여자,190,45 - 49세,2019 년,6532
11010,종로구,2,여자,190,45 - 49세,2020 년,6228
11010,종로구,2,여자,210,50 - 54세,2019 년,6157
11010,종로구,2,여자,210,50 - 54세,2020 년,6214.5
11010,종로구,2,여자,230,55 - 59세,2019 년,6092
11010,종로구,2,여자,230,55 - 59세,2020 년,5980.5
11010,종로구,2,여자,260,60 - 64세,2019 년,5162
11010,종로구,2,여자,260,60 - 64세,2020 년,5325.5
11010,종로구,2,여자,280,65 - 69세,2019 년,3729.5
11010,종로구,2,여자,280,65 - 69세,2020 년,3893
11010,종로구,2,여자,310,70 - 74세,2019 년,3404.5
11010,종로구,2,여자,310,70 - 74세,2020 년,3402.5
11010,종로구,2,여자,330,75 - 79세,2019 년,3092
11010,종로구,2,여자,330,75 - 79세,2020 년,3081
11010,종로구,2,여자,340,80세 이상,2019 년,3626.5
11010,종로구,2,여자,340,80세 이상,2020 년,3859
11010,종로구,2,여자,360,80 - 84세,2019 년,2048.5
11010,종로구,2,여자,360,80 - 84세,2020 년,2165
11010,종로구,2,여자,370,85세 이상,2019 년,1578
11010,종로구,2,여자,370,85세 이상,2020 년,1694
11010,종로구,2,여자,380,85 - 89세,2019 년,1035
11010,종로구,2,여자,380,85 - 89세,2020 년,1106.5
11010,종로구,2,여자,410,90 - 94세,2019 년,416
11010,종로구,2,여자,410,90 - 94세,2020 년,450.5
11010,종로구,2,여자,430,95 - 99세,2019 년,107.5
11010,종로구,2,여자,430,95 - 99세,2020 년,117
11010,종로구,2,여자,440,100세 이상,2019 년,19.5
11010,종로구,2,여자,440,100세 이상,2020 년,20
11020,중구,0,계,0,계,2019 년,121678
11020,중구,0,계,0,계,2020 년,121519.5
11020,중구,0,계,20,0 - 4세,2019 년,3788
11020,중구,0,계,20,0 - 4세,2020 년,3482.5
11020,중구,0,계,50,5 - 9세,2019 년,3685.5
11020,중구,0,계,50,5 - 9세,2020 년,3611
11020,중구,0,계,70,10 - 14세,2019 년,3189
11020,중구,0,계,70,10 - 14세,2020 년,3092.5
11020,중구,0,계,100,15 - 19세,2019 년,4236
11020,중구,0,계,100,15 - 19세,2020 년,3869
11020,중구,0,계,120,20 - 24세,2019 년,7704.5
11020,중구,0,계,120,20 - 24세,2020 년,7605
11020,중구,0,계,130,25 - 29세,2019 년,10490.5
11020,중구,0,계,130,25 - 29세,2020 년,10768
11020,중구,0,계,150,30 - 34세,2019 년,10011.5
11020,중구,0,계,150,30 - 34세,2020 년,10031
11020,중구,0,계,160,35 - 39세,2019 년,10382.5
11020,중구,0,계,160,35 - 39세,2020 년,10051
11020,중구,0,계,180,40 - 44세,2019 년,8454
11020,중구,0,계,180,40 - 44세,2020 년,8464.5
11020,중구,0,계,190,45 - 49세,2019 년,9627
11020,중구,0,계,190,45 - 49세,2020 년,9184
11020,중구,0,계,210,50 - 54세,2019 년,9724
11020,중구,0,계,210,50 - 54세,2020 년,9864
11020,중구,0,계,230,55 - 59세,2019 년,10350.5
11020,중구,0,계,230,55 - 59세,2020 년,10108
11020,중구,0,계,260,60 - 64세,2019 년,9305
11020,중구,0,계,260,60 - 64세,2020 년,9512
11020,중구,0,계,280,65 - 69세,2019 년,6438.5
11020,중구,0,계,280,65 - 69세,2020 년,6871.5
11020,중구,0,계,310,70 - 74세,2019 년,5240
11020,중구,0,계,310,70 - 74세,2020 년,5474.5
11020,중구,0,계,330,75 - 79세,2019 년,4421.5
11020,중구,0,계,330,75 - 79세,2020 년,4501
11020,중구,0,계,340,80세 이상,2019 년,4630
11020,중구,0,계,340,80세 이상,2020 년,5030
11020,중구,0,계,360,80 - 84세,2019 년,2709
11020,중구,0,계,360,80 - 84세,2020 년,2904
11020,중구,0,계,370,85세 이상,2019 년,1921
11020,중구,0,계,370,85세 이상,2020 년,2126
11020,중구,0,계,380,85 - 89세,2019 년,1301
11020,중구,0,계,380,85 - 89세,2020 년,1428.5
11020,중구,0,계,410,90 - 94세,2019 년,495.5
11020,중구,0,계,410,90 - 94세,2020 년,557.5
11020,중구,0,계,430,95 - 99세,2019 년,105.5
11020,중구,0,계,430,95 - 99세,2020 년,124
11020,중구,0,계,440,100세 이상,2019 년,19
11020,중구,0,계,440,100세 이상,2020 년,16
11020,중구,1,남자,0,계,2019 년,59817.5
