시도명,시군구명,합계,0~4세,5~9세,10~14세,15~19세,20~24세,25~29세,30~34세,35~39세,40~44세,45~49세,50~54세,55~59세,60~64세,65~69세,70~74세,75~79세,80~84세,85~89세,90~94세,95~99세,100세이상
전라북도,임실군,26144,709,721,763,946,1294,1104,999,1093,1228,1577,1998,2380,2319,2032,1965,2060,1746,847,311,37,15
전라북도,순창군,26642,875,804,983,998,948,990,971,1246,1339,1794,2037,2366,2336,1914,1958,2177,1740,800,278,78,10
전라북도,고창군,53260,1215,1645,1818,2593,1998,2221,2018,2303,2620,3576,4116,4730,4926,3961,3910,4207,3187,1592,501,113,10
전라북도,부안군,49733,1179,1518,1562,1966,1949,2036,1883,2395,2553,3453,3894,4601,4815,3944,3720,3515,2841,1421,405,68,15
전라남도,목포시,228876,8128,12144,11761,13148,14788,12283,11502,17318,17984,20412,18678,18334,16207,11291,9688,7527,4565,2248,679,182,9
전라남도,여수시,270283,9779,12030,11810,13641,14925,15701,14345,18672,18855,22900,23087,23908,20983,15889,12614,10145,6311,3381,1033,251,23
전라남도,순천시,270202,10559,13541,13712,16139,18209,16182,14174,18700,19128,23597,24369,23076,18006,12198,9554,8395,6102,3281,1019,237,24
전라남도,나주시,112101,4974,5305,4332,5371,6274,6618,6679,8389,7757,7857,7809,8501,8055,6041,5487,5482,4007,2227,734,184,18
전라남도,광양시,143656,6343,7732,7271,8107,8261,8775,8242,10711,10566,13113,15230,12246,8909,5681,4081,3513,2836,1445,474,114,6
전라남도,담양군,43804,1078,1206,1219,2386,2511,2183,1774,2000,2063,2898,3403,4119,3887,3169,2917,3058,2312,1133,378,93,17
전라남도,곡성군,27858,536,677,781,1594,1805,1161,814,1064,1243,1787,2085,2450,2410,1980,1982,2200,1946,949,326,62,6
전라남도,구례군,23836,492,697,751,707,876,813,730,1014,1177,1657,2027,2339,2269,1865,1769,1989,1556,789,261,54,X
전라남도,고흥군,60332,1200,1438,1621,1680,1991,2067,1769,2199,2595,3651,4329,5585,6051,5542,5321,5608,4329,2399,739,193,25
전라남도,보성군,38339,897,1016,1087,1594,1387,1316,1203,1463,1663,2374,2817,3419,3672,3159,3052,3322,2740,1539,482,111,26
전라남도,화순군,59671,1474,2117,2468,3438,3218,2853,2122,2806,3403,4854,5131,5369,4711,3567,3493,3792,2878,1428,425,107,17
전라남도,장흥군,35494,930,1120,1122,1304,1429,1403,1310,1710,1687,2391,2799,3273,3268,2626,2548,2675,2235,1211,358,85,10
전라남도,강진군,32805,899,1010,1185,1341,1308,1265,1153,1423,1526,2084,2457,3028,3106,2492,2518,2539,2076,1040,292,61,X
전라남도,해남군,65175,2237,2103,2172,2211,2562,2560,2558,3255,3518,4442,5129,5930,6085,4925,4780,4814,3515,1751,485,131,12
전라남도,영암군,57476,1942,2122,2014,2619,3335,3205,3242,3916,3783,4441,4679,4792,4185,3140,2964,3116,2371,1209,320,75,6
전라남도,무안군,81789,2872,4352,4137,5380,6702,4091,3923,5841,5903,6148,5756,5725,5200,4188,3842,3598,2460,1208,378,73,12
전라남도,함평군,30556,654,830,878,1471,1224,1206,1075,1220,1424,1897,2370,2752,2855,2354,2375,2622,2009,965,295,72,8
전라남도,영광군,50004,1907,1767,1787,2235,2096,2369,2294,2635,2772,3625,3888,4332,4207,3432,3349,3448,2451,1001,309,87,13
전라남도,장성군,42193,1397,1543,1429,2022,1718,2419,1757,2283,2304,2959,3179,3669,3429,2750,2726,2928,2229,1050,318,73,11
전라남도,완도군,48366,1529,1794,1578,1523,1706,2294,2264,2805,2783,3322,3528,4330,4285,3452,3528,3560,2492,1205,295,84,9
전라남도,진도군,29295,815,935,959,936,1121,1604,1270,1488,1535,1887,2192,2619,2616,2085,2196,2364,1650,760,219,40,X
전라남도,신안군,35432,788,877,738,872,1112,1492,1424,1635,1688,2246,2794,3508,3587,2952,2992,3054,2282,1058,272,55,6
경상북도,포항시,502064,18347,23455,22176,24519,28224,28478,26866,36539,35426,42727,44386,46723,42951,29551,19629,15475,9716,4796,1680,361,39
경상북도,남구,233172,8227,10776,10298,10976,12173,14402,13032,17120,16665,19993,20933,21405,20160,14044,9185,6975,4164,1888,615,130,11
경상북도,북구,268892,10120,12679,11878,13543,16051,14076,13834,19419,18761,22734,23453,25318,22791,15507,10444,8500,5552,2908,1065,231,28
경상북도,경주시,264314,7657,9549,9789,12440,18080,15771,13994,17098,17068,21888,22776,23640,21509,16074,12247,11159,8047,4021,1195,275,37
경상북도,김천시,139902,5138,5701,5327,6781,8222,7636,7240,9218,8828,10490,11287,12269,11270,8802,6659,6429,5090,2482,827,186,20
경상북도,안동시,160344,5085,6055,6263,9023,10661,7785,7119,9254,10090,12239,12671,14107,13062,10382,8071,8238,5941,2986,1087,195,30
경상북도,구미시,420319,19769,23849,21815,25460,28766,30159,31753,38708,35143,37733,36123,32062,21785,13032,8267,7132,5180,2503,867,194,19
경상북도,영주시,105235,2715,3832,4125,6087,6540,4417,3917,5314,6256,7843,8546,9703,9236,7709,5734,5862,4347,2090,756,186,20
경상북도,영천시,100487,2893,2938,3020,3362,5443,5585,5098,5894,5665,7257,8340,9367,9187,7622,5972,5864,4290,2054,536,90,10
경상북도,상주시,96641,2374,2991,3421,4512,5169,3899,3536,4450,4866,6627,7486,9326,9344,7404,6099,6331,5205,2507,871,206,17
경상북도,문경시,68542,1765,2280,2446,3305,2825,2520,2579,3472,3846,4733,5365,6577,6785,5447,4427,4510,3394,1565,551,132,18
경상북도,경산시,290088,10202,11648,10478,20493,30983,20690,17248,20478,19566,23059,22557,22064,18651,13388,9980,8742,5934,2882,847,172,26
경상북도,군위군,22206,349,375,436,517,741,866,832,837,902,1193,1748,2338,2527,2165,1857,1985,1581,731,192,28,6
경상북도,의성군,49477,1050,898,1050,1042,1357,1712,1638,1764,1928,2589,3623,5015,5712,5041,4056,4687,3827,1813,559,104,12
경상북도,청송군,23958,494,550,546,599,719,844,829,972,997,1397,2009,2569,2714,2294,1884,2062,1554,670,218,31,6
경상북도,영양군,16146,387,407,436,607,425,543,504,622,688,1050,1253,1696,1677,1384,1238,1481,1062,480,163,36,7
경상북도,영덕군,35672,884,951,949,931,1049,1451,1308,1733,1720,2325,2676,3362,3551,3132,2703,3179,2338,1022,345,58,5
경상북도,청도군,41054,681,838,988,1257,1466,1734,1463,1796,1828,2485,3004,4202,4585,4150,3097,3096,2559,1335,404,80,6
경상북도,고령군,32191,744,870,962,1016,1439,1622,1578,1768,1771,2390,2604,3214,3003,2566,1977,1991,1632,790,216,38,X
경상북도,성주군,41314,995,936,958,1022,1625,2305,1955,2001,2055,2629,3495,4534,4291,3616,2746,2558,2050,1111,351,74,7
경상북도,칠곡군,118517,4760,5891,5630,5806,6539,7447,8378,10282,9962,10886,9862,8996,7126,4910,3791,3575,2739,1366,451,103,17
경상북도,예천군,53020,2135,2435,2177,1824,1735,1981,2387,3281,3348,3348,3549,4360,4579,3933,3150,3640,3140,1432,474,92,20
경상북도,봉화군,30308,708,795,819,934,823,945,895,1236,1372,1812,2487,3316,3362,2713,2217,2494,1968,969,357,75,11
경상북도,울진군,47651,1398,1607,1679,1951,1684,2378,2415,2802,2939,3561,3819,4544,4139,3124,2729,2841,2349,1184,413,87,8
경상북도,울릉군,8704,203,267,235,162,281,491,422,577,587,728,874,927,908,659,528,392,274,139,41,9,X
경상남도,진주시,354166,12820,16702,16592,20596,28020,22302,19777,24681,25193,29923,29130,28701,24817,17331,13454,11293,7589,3719,1248,252,26
경상남도,통영시,129931,4215,6671,6407,5628,5756,6131,6893,10430,10376,11262,10713,11610,10821,7726,5850,4671,2885,1361,447,73,5
경상남도,사천시,111110,3761,5146,5056,4612,4939,5994,5835,8228,8452,9487,8927,9124,8587,6500,5489,4809,3598,1843,598,116,9
경상남도,김해시,549331,22973,29493,29725,30560,35885,35810,34539,46033,46556,54810,50741,43174,32002,19693,13744,11227,7339,3620,1174,206,27
경상남도,밀양시,103402,2629,3206,3596,4170,5322,5168,4496,5589,5761,7129,8448,10161,10748,8197,6171,5599,4244,2050,591,118,9
경상남도,거제시,251226,13030,16483,13855,12714,11590,13050,18148,26586,23542,24736,20705,17735,14979,8756,5768,4420,2961,1542,511,106,9
경상남도,양산시,347221,16873,19314,16515,17209,18767,21132,22617,31485,28879,30654,29383,27584,23062,15275,10748,8859,5442,2422,819,167,15
경상남도,창원시,1036862,38710,48870,47413,52454,63555,67092,64059,81522,77937,91460,93877,93999,78139,50332,34246,25641,16572,8001,2502,435,46
경상남도,의창구,256001,9828,11519,10554,12888,17713,18155,16146,20047,18035,22360,25175,24558,18817,11417,7148,5392,3650,1888,602,95,14
경상남도,성산구,219951,8019,9975,10866,12340,14416,17599,16437,16827,16551,21842,23011,21956,13893,6919,3873,2566,1759,821,237,38,6
경상남도,마산합포구,177579,5917,7282,6513,8383,11127,9790,9458,12942,12006,13367,14187,15616,16203,11685,8779,6885,4376,2222,698,132,11
경상남도,마산회원구,192446,5808,8369,8821,9858,11661,11052,9850,13549,14187,16678,17383,17739,16334,11606,8132,5855,3490,1502,478,86,8
경상남도,진해구,190885,9138,11725,10659,8985,8638,10496,12168,18157,17158,17213,14121,14130,12892,8705,6314,4943,3297,1568,487,84,7
경상남도,의령군,26040,522,626,666,833,942,1104,1032,1154,1196,1627,2011,2499,2682,2113,1812,2092,1811,965,288,60,5
경상남도,함안군,66611,1903,2747,2958,2778,3068,3663,3594,4458,4652,5261,5301,5689,5749,4194,3199,3218,2450,1266,405,55,X
경상남도,창녕군,62370,1692,1939,1828,2471,2648,3133,3045,3560,3275,4070,4832,6006,6235,4672,3844,3939,3076,1572,462,64,7
경상남도,고성군,50887,1081,1799,1825,2409,1860,2023,2055,2874,2835,3721,4028,4757,4779,3957,3392,3138,2484,1363,425,79,X
경상남도,남해군,42169,657,977,1199,1990,1668,1527,1334,1624,1826,2756,3144,4133,4139,3475,3359,3330,2746,1631,541,107,6
경상남도,하동군,42583,909,1131,1362,1278,1515,1624,1386,1654,2037,3019,3640,4453,4383,3496,3029,3125,2586,1371,490,81,14
경상남도,산청군,33579,717,802,990,1151,1045,1221,1137,1357,1378,2151,2846,3440,3510,2857,2438,2698,2230,1151,381,74,5
경상남도,함양군,37384,796,1114,1344,1436,1326,1321,1227,1599,1826,2671,3175,3618,3714,2860,2599,2845,2324,1141,359,80,9
경상남도,거창군,59888,1584,2365,2525,3465,3057,2403,2309,2988,3272,4382,4972,5338,5245,3953,3428,3555,2967,1479,493,93,15
경상남도,합천군,42449,704,968,1134,1248,1453,1431,1326,1583,1750,2584,3299,4302,4412,3690,3317,3851,3229,1606,447,106,9
제주특별자치도,제주시,487688,21039,26422,25507,27168,31017,32281,29164,39036,38216,44823,40413,36965,30467,19206,15969,12852,9333,5363,1688,684,75
제주특별자치도,서귀포시,177360,6880,8553,8414,7952,8664,10334,9476,13035,13348,15827,14803,14756,13018,8943,8086,6720,4854,2649,728,274,46
