시도명,시군구명,합계,0~4세,5~9세,10~14세,15~19세,20~24세,25~29세,30~34세,35~39세,40~44세,45~49세,50~54세,55~59세,60~64세,65~69세,70~74세,75~79세,80~84세,85~89세,90~94세,95~99세,100세이상
인천광역시,부평구,500812,15243,19152,19962,22217,30516,38676,34396,36874,36503,41477,45383,46561,41043,25958,18029,13223,9065,4557,1575,351,51
인천광역시,계양구,292852,7741,10763,12120,13694,19884,23269,18296,19437,20393,24963,29085,30918,24578,13620,8831,6662,4863,2552,958,205,20
인천광역시,서구,541534,21798,28610,27768,26324,32176,39391,37294,46011,46533,48961,48088,44793,36200,21321,14294,9957,6763,3536,1387,291,38
인천광역시,미추홀구,405886,12212,15140,14623,17586,29219,31427,26518,29851,29636,32631,32790,33516,32451,22445,17585,13349,8687,4236,1578,359,47
인천광역시,강화군,66020,1369,1809,2109,2326,2349,2682,2408,2841,3153,4104,4993,6481,7560,5884,5164,4464,3432,2044,663,165,20
인천광역시,옹진군,19292,439,498,497,486,1191,1294,941,953,1108,1236,1421,1988,2141,1574,1336,937,674,375,148,47,8
광주광역시,동구,106005,3312,3760,3160,4438,9492,8165,6538,7127,6498,7197,7771,7941,8282,6499,5632,4690,3248,1545,573,121,16
광주광역시,서구,294854,8949,12983,14281,15843,21159,22031,16855,20135,22540,26779,27022,23437,20665,14043,11025,8235,5272,2494,889,184,33
광주광역시,남구,214860,6602,10491,10849,11448,14808,13532,10825,14688,16238,17499,17074,16464,16452,11892,10002,7539,4917,2437,892,182,29
광주광역시,북구,439352,14587,19252,19691,23499,34630,32880,26026,30522,31723,35940,37335,35439,32093,21656,16982,12677,8212,4342,1539,290,37
광주광역시,광산구,422502,16711,24353,25773,26549,33763,30358,25865,33748,38101,41545,36876,28392,21083,12427,9710,7520,5475,2883,1095,250,25
대전광역시,동구,232559,6307,8699,9168,13847,23217,15431,11746,14313,15583,17920,17956,17973,18173,13382,10385,8538,5719,2900,1055,217,30
대전광역시,중구,231959,6167,9041,9926,11609,14915,15476,12102,13950,16559,19443,19886,18987,18645,14292,11536,8981,6173,3016,1005,229,21
대전광역시,서구,478629,16135,22115,23212,27155,38311,38416,31206,34499,36092,41453,40559,36659,32444,21564,14923,10871,7358,3936,1391,286,44
대전광역시,유성구,368895,15622,19921,18838,21677,33237,31631,27882,30094,29635,31143,29160,25306,20852,12611,7728,5782,4185,2456,939,179,17
대전광역시,대덕구,176393,4644,6589,7389,9286,13556,12248,9690,10607,11934,15172,17111,16223,14550,9587,6687,5301,3468,1699,531,108,13
울산광역시,중구,214147,6859,9878,9601,9461,12024,13679,11941,14731,15961,18002,20384,20858,18417,12816,8302,5779,3433,1491,433,89,8
울산광역시,남구,320175,10260,13732,14065,15282,22000,23884,20540,22484,23258,28177,32170,29970,24948,16225,10030,6439,3974,1948,635,143,11
울산광역시,동구,159000,6319,8831,8090,7295,8348,9761,10393,14298,13808,12705,12637,13495,13687,8602,5160,2896,1610,759,233,70,X
울산광역시,북구,217051,11334,14044,12501,10963,12074,14464,15311,19733,19925,18410,20243,18275,12340,6971,4261,2925,1913,959,332,64,9
울산광역시,울주군,225050,7670,10342,10767,11044,13514,13924,12757,15329,17249,20842,21967,20123,17275,11485,7619,5809,4158,2237,773,157,9
세종시,세종시,353933,20858,25681,23301,18999,21654,21226,26074,34999,35241,31435,23999,20097,17376,11668,7929,5872,4178,2348,830,152,16
경기도,수원시,1210150,43415,56165,55966,61253,87071,102107,89116,97263,98782,106400,106244,96870,76551,47263,32681,24497,16456,8253,3029,682,86
경기도,장안구,278507,7487,11223,13051,15827,23412,22391,15997,17777,20542,25001,26405,23556,18977,12039,8851,7111,4952,2624,1034,229,21
경기도,권선구,373381,15084,18222,16124,16432,23655,29910,27999,32539,30914,31510,32552,31598,25429,15531,10265,7254,4871,2427,858,180,27
경기도,팔달구,187922,4712,5603,6111,7483,12238,16735,14305,13561,13585,16083,17317,17425,14795,9949,6979,5283,3425,1588,569,160,16
경기도,영통구,370340,16132,21117,20680,21511,27766,33071,30815,33386,33741,33806,29970,24291,17350,9744,6586,4849,3208,1614,568,113,22
경기도,성남시,922025,29298,38713,40191,43427,57930,70380,64612,70293,71977,81842,80550,75099,67796,45234,32736,24313,15977,7919,2997,650,91
경기도,수정구,249044,7710,8501,7998,9710,17096,20003,17800,19294,18194,20136,21587,22063,20567,14231,9997,7119,4251,1890,704,161,32
경기도,중원구,211880,5985,7193,7414,8630,13120,17470,14978,15761,15187,17228,18729,19118,18043,11981,8642,6220,3763,1657,612,133,16
경기도,분당구,461101,15603,23019,24779,25087,27714,32907,31834,35238,38596,44478,40234,33918,29186,19022,14097,10974,7963,4372,1681,356,43
경기도,의정부시,449572,14751,19433,19490,21445,29635,32438,26886,32352,33279,39368,40278,37848,33385,22142,17089,13802,9551,4473,1550,331,46
경기도,안양시,542336,17411,21864,23978,26626,35752,39787,36781,38990,39538,46992,49284,47908,42994,27172,17973,13304,9072,4849,1664,356,41
경기도,만안구,240986,7491,8284,8348,10127,16156,18535,16496,17039,16330,18790,21560,22555,20921,13719,9384,7105,4684,2436,805,200,21
경기도,동안구,301350,9920,13580,15630,16499,19596,21252,20285,21951,23208,28202,27724,25353,22073,13453,8589,6199,4388,2413,859,156,20
경기도,부천시,833148,26598,32640,32907,36219,52859,63852,58101,63893,61531,69116,73825,77655,70063,43030,27565,19438,13301,7172,2709,583,91
경기도,광명시,298116,10001,13635,14553,15065,17684,19233,19203,22610,24197,27439,26043,24457,22719,15260,10255,7471,4827,2465,808,170,21
경기도,평택시,542522,22397,27296,26306,25614,33862,41736,40591,46331,46280,48447,46192,40896,32879,20933,15220,12388,9101,4309,1398,312,34
경기도,동두천시,95239,2614,3815,4147,4314,5509,5998,5015,6014,6551,7894,8240,7930,7562,5369,4621,4222,3184,1505,583,126,26
경기도,안산시,717345,21814,27035,29215,36545,54100,60614,51388,52347,54105,66624,72671,66311,49438,27146,17498,13380,9792,5129,1747,390,56
경기도,상록구,359979,10572,13906,15028,19292,29441,30566,23103,24237,26211,33064,36720,33083,24615,13726,9349,7606,5504,2744,957,225,30
경기도,단원구,357366,11242,13129,14187,17253,24659,30048,28285,28110,27894,33560,35951,33228,24823,13420,8149,5774,4288,2385,790,165,26
경기도,고양시,1045497,34682,46391,48005,51448,65259,74686,64528,74940,80075,97465,98934,90993,73760,44243,33049,28564,22017,11461,4033,853,111
경기도,덕양구,460881,16964,21013,19350,20009,27159,32274,30259,35861,35856,40386,40925,39520,33431,21433,16204,13569,9881,4755,1648,336,48
경기도,일산동구,292616,8461,12032,13285,14862,19069,22639,18024,19666,22120,28070,28756,25851,20588,11639,8520,7489,6180,3638,1369,327,31
경기도,일산서구,292000,9257,13346,15370,16577,19031,19773,16245,19413,22099,29009,29253,25622,19741,11171,8325,7506,5956,3068,1016,190,32
경기도,과천시,58018,2114,2669,2756,3008,3809,3982,3769,4174,3961,4898,5423,5012,4239,2718,1957,1514,1109,601,239,58,8
경기도,구리시,192051,6558,8617,8404,8909,12324,13724,11605,14430,15050,16930,17853,16991,14367,9293,6500,5005,3281,1571,521,101,17
경기도,남양주시,696033,26247,38218,38164,35900,40887,40820,36607,52798,61013,65387,60059,53547,47371,33099,24843,19382,12698,6130,2242,543,78
경기도,오산시,240645,10661,14162,12953,11764,13967,17745,18879,23952,23196,21889,19091,16300,13170,8242,5612,4385,2843,1285,450,86,13
경기도,시흥시,535147,22961,27271,24981,24649,33730,40033,41461,49369,47836,49295,49466,43532,32026,17919,11326,8575,6242,3041,1139,256,39
경기도,군포시,275571,9294,11737,12311,13327,17142,20277,19011,20522,20766,24166,24932,24333,21181,12593,8522,6598,4866,2730,986,241,36
경기도,의왕시,160230,5882,7077,6666,7935,10871,11866,10521,11686,11109,12872,14408,14630,12935,8001,5152,3786,2675,1508,521,111,18
경기도,하남시,279795,13148,16256,12879,10529,13891,19688,20913,27377,26184,22842,20338,20030,19747,14029,9539,5973,3663,1847,714,179,29
경기도,용인시,1066975,41545,58248,59099,59716,73380,68523,62907,83763,93263,101217,89226,73066,60636,44881,36773,28606,18510,9214,3465,814,123
경기도,처인구,268242,9085,12111,12060,15726,21116,19262,16515,20468,21143,22689,22073,21002,18245,12566,8825,6870,4723,2589,937,210,27
경기도,기흥구,434871,17529,24896,25013,23241,29349,27446,24952,34271,38874,42447,36748,28902,23703,17668,14850,11557,7654,3806,1536,369,60
경기도,수지구,363862,14931,21241,22026,20749,22915,21815,21440,29024,33246,36081,30405,23162,18688,14647,13098,10179,6133,2819,992,235,36
경기도,파주시,460541,18758,25314,24344,22915,24927,31706,31637,38300,38405,41036,37649,33492,28645,19019,15076,13065,9424,4728,1677,368,56
경기도,이천시,226212,8131,10818,10636,12754,14691,19197,16469,17195,17422,17796,18154,17328,15161,10070,7023,5797,4333,2284,740,194,19
경기도,안성시,203030,6047,8557,8791,10614,14380,14164,13041,15225,15734,16528,16515,15803,14707,10419,7454,6148,4992,2723,926,235,27
경기도,김포시,474546,23616,30581,25177,19798,22649,30801,34407,47968,46904,40994,35010,31715,28545,19844,14708,10509,6658,3310,1091,232,29
경기도,화성시,880859,46767,58774,52160,41730,48308,65594,75121,92331,88943,77818,64074,53043,41902,26856,18341,13095,9267,4760,1575,359,41
경기도,광주시,385141,16286,19036,16336,16322,21858,25927,26693,35235,33321,33044,32041,30690,28185,18940,12730,8946,5550,2724,1012,230,35
경기도,양주시,233286,8450,11394,11715,11575,13755,14864,13725,16690,18436,21198,19645,18049,16751,11504,8960,7440,5077,2713,1031,274,40
경기도,포천시,157939,3760,4912,5512,6599,10672,12640,10618,9729,9921,12184,13829,14940,14333,8776,6566,5479,4282,2151,784,223,29
경기도,여주시,113352,3079,4288,4470,5260,6712,6889,5883,6909,7489,8592,9465,10214,10108,7749,5210,4780,3494,1889,697,152,23
경기도,연천군,42278,1287,1440,1427,1541,2268,3091,2241,2174,2172,2696,3074,3826,4123,3017,2604,2292,1787,853,290,69,6
경기도,가평군,60233,1488,1847,2284,2649,2806,3130,2702,3016,3419,4169,5004,5967,6558,4902,3357,3078,2260,1136,358,86,17
경기도,양평군,113844,2926,4138,4600,5072,4958,5304,4623,5863,6926,8473,9058,10927,11874,9557,6789,5701,3965,2124,776,162,28
강원도,춘천시,284645,9303,12311,12562,15146,22096,19095,16117,18523,19293,22380,23358,22996,21899,15230,10424,10373,7868,3759,1504,364,44
강원도,원주시,352429,12196,15924,17207,18437,24667,22886,20684,24497,26318,30077,30627,29101,27216,17199,11068,10501,8064,3935,1460,314,51
강원도,강릉시,216542,5674,7740,8650,11764,17890,12698,9686,12065,14172,17297,17889,17903,18893,13733,10127,9121,6533,3094,1268,298,47
강원도,동해시,87801,2744,3949,4102,3991,4022,4230,3942,5519,6503,7847,7812,7436,7746,5735,4164,3826,2478,1237,405,105,8
강원도,태백시,41494,1014,1600,1809,1821,1811,1497,1536,2280,3024,3383,3674,3667,4170,3316,2567,2181,1400,532,175,34,X
강원도,속초시,80054,2500,3339,3379,3403,3791,4372,4166,5100,5558,6689,7450,7427,7337,5044,3604,3152,2191,953,492,100,7
강원도,삼척시,65939,1676,2120,2259,3374,5913,3219,2625,3248,3877,4806,5296,5660,6108,4551,3620,3366,2444,1282,407,79,9
강원도,홍천군,66587,1648,2077,2299,2650,3109,3400,2927,3244,3575,4396,5454,6782,7622,5447,3685,3419,2866,1367,484,119,17
강원도,횡성군,44649,931,1200,1424,2079,2077,1790,1581,1938,2081,2733,3654,4603,5626,4033,2749,2638,2063,958,390,89,12
강원도,영월군,36282,685,996,1116,1485,1549,1315,1188,1525,1809,2575,3224,3738,4287,3321,2335,2331,1735,763,246,57,X
강원도,평창군,39258,775,1080,1298,1272,1466,1525,1349,1695,2161,2913,3522,4151,4853,3532,2498,2311,1808,714,254,70,11
강원도,정선군,34524,706,1022,1203,1125,1145,1217,1379,1732,2112,2612,3105,3516,4116,2973,2177,2079,1407,599,218,76,5
강원도,철원군,43042,1665,1650,1731,1716,2412,3155,2342,2432,2571,2997,3291,3654,3727,2665,2271,2307,1549,561,278,60,8
강원도,화천군,23733,885,910,833,795,1545,2098,1579,1302,1223,1413,1750,2046,2085,1494,1120,1212,892,364,142,40,5
강원도,양구군,21317,856,862,824,1050,1199,1642,1317,1256,1146,1329,1537,1896,1938,1280,906,1057,747,334,107,30,X
강원도,인제군,30147,1231,1250,1140,878,1507,2208,1877,1948,1847,1997,2240,2872,2925,1975,1258,1354,978,423,187,48,X
강원도,고성군,26572,539,708,677,877,1967,1692,1167,1187,1274,1697,2029,2476,2709,2143,1661,1711,1222,531,240,58,7
강원도,양양군,26748,560,769,806,871,1020,1127,1024,1347,1543,1844,2279,2601,2917,2402,1789,1774,1233,544,224,64,10
충청북도,충주시,218412,6299,8339,8890,10682,16672,14963,11804,13375,14145,16729,18512,18787,18144,12750,8760,8460,6487,3287,1062,240,25
충청북도,제천시,134768,3691,5021,5385,6983,10153,7034,5918,7318,8032,10159,11750,11949,12819,9372,6311,5940,4204,1911,651,149,18
충청북도,청주시,855326,32812,42103,41559,45313,62452,65055,56904,65033,65564,70839,72195,65911,57707,38039,25630,21369,15448,8013,2716,587,77
충청북도,상당구,184787,6650,9267,9162,9985,11574,11516,9907,12595,13714,15859,16764,15772,13731,9461,6465,5540,3979,1955,742,128,21
충청북도,서원구,202390,5820,8364,9511,11773,18089,14874,11018,12676,14057,16965,18024,16551,15069,9899,6832,5686,4117,2160,721,165,19
충청북도,흥덕구,270590,11181,13330,12882,13623,19266,23861,21059,22181,21141,22501,22918,20461,16862,10630,6795,5371,3704,2034,621,156,13
충청북도,청원구,197559,9161,11142,10004,9932,13523,14804,14920,17581,16652,15514,14489,13127,12045,8049,5538,4772,3648,1864,632,138,24
충청북도,보은군,31543,637,819,946,1111,1194,1130,1045,1293,1374,1876,2473,3222,3633,2857,2246,2191,1942,1081,388,75,10
충청북도,옥천군,48868,1004,1586,1818,1845,2310,1970,1720,2291,2703,3378,4059,4671,5148,4176,3191,2930,2207,1331,441,81,8
충청북도,영동군,47016,1061,1290,1480,1997,3219,1904,1536,1812,2187,2989,3761,4388,4855,3914,3191,3150,2482,1264,428,93,15
충청북도,진천군,89514,3527,4413,4155,4045,4798,6050,6381,7619,7425,7147,7305,7028,6118,4225,2902,2544,2252,1142,352,78,8
충청북도,괴산군,38093,518,736,923,1539,2716,1613,1292,1418,1579,2100,3042,3871,4583,3535,2619,2550,2046,1028,302,68,15
충청북도,음성군,103725,2641,3541,3706,4172,5845,7372,6945,7133,7349,8196,9225,9413,8825,6165,4214,3846,2887,1578,537,114,21
충청북도,단양군,27640,470,684,876,1024,958,1014,912,1083,1316,1837,2427,3022,3459,2550,1960,1799,1358,630,209,46,6
충청북도,증평군,37183,1475,1849,1668,1638,2354,2507,2292,2721,2706,2886,3060,2923,2864,2006,1360,1266,959,475,144,25,5
충청남도,천안시,682199,28088,34953,33598,36766,52798,53900,52908,58958,56404,57623,55298,49672,39189,24508,17062,13138,9909,5243,1728,399,57
충청남도,동남구,273764,8753,12110,12700,16054,23310,19551,16681,19539,21124,22923,22838,22130,18745,12333,8702,6870,5317,2869,961,219,35
충청남도,서북구,408435,19335,22843,20898,20712,29488,34349,36227,39419,35280,34700,32460,27542,20444,12175,8360,6268,4592,2374,767,180,22
충청남도,공주시,108333,2335,3392,3729,6231,8191,5924,4761,5254,5974,7211,8389,9840,9976,7717,5974,5278,4440,2676,848,159,34
충청남도,보령시,99088,2540,3586,3869,3765,4850,4990,4761,5813,6484,7669,7848,8896,9062,7359,6021,4890,3855,2031,641,136,22
충청남도,아산시,340518,14751,19559,18244,17561,23243,22636,24700,31467,30782,28700,25615,22568,18992,13021,9884,7974,6242,3307,1038,202,32
충청남도,서산시,176379,6849,8761,8669,8003,9183,10266,10782,12722,13594,14646,14480,14035,12667,8955,7539,6161,4921,2979,914,224,29
충청남도,논산시,119707,3121,4123,4677,6071,6963,6574,5830,6312,6914,8515,9012,10219,10876,8421,6675,6073,5129,2981,984,201,36
충청남도,계룡시,40854,1444,2405,2983,2641,2303,1893,1662,2790,3682,4574,3863,2989,2605,1793,1136,848,668,399,143,30,X
충청남도,당진시,168955,6863,8883,8170,7151,8120,9306,11101,13850,13528,13662,12935,13070,11908,8553,7102,5841,5058,2735,892,200,27
충청남도,금산군,53758,1019,1527,2090,2848,4088,2441,1937,2402,2754,3496,4027,4688,5094,4224,3450,3147,2622,1398,414,82,10
충청남도,부여군,64207,1106,1761,2055,2375,3035,2615,2228,2583,3029,4037,4665,5860,6930,5611,4806,4443,3773,2322,802,146,25
충청남도,서천군,51039,901,1357,1498,1859,1849,2091,1791,2086,2508,3249,3689,4511,5178,4668,4142,3708,3221,1911,684,119,19
충청남도,청양군,30103,503,744,837,1054,1401,1214,1096,1138,1307,1742,2237,2943,3276,2652,2303,2127,1964,1169,332,58,6
충청남도,홍성군,102757,3314,4449,4779,5370,6385,5293,5069,6360,6732,7858,7557,8229,7970,6410,5307,4576,3958,2272,699,153,17
충청남도,예산군,77838,1434,2170,2583,3209,3708,3609,3226,3662,4154,5414,6118,7326,7768,6387,5330,4757,4026,2207,604,119,27
충청남도,태안군,60901,1271,1803,2035,2127,2691,2700,2465,3074,3527,4099,4715,5615,6313,5209,4611,3829,2708,1544,460,99,6
전라북도,전주시,666517,22123,32160,33296,39317,54371,46183,37829,44866,49284,56882,55543,50361,44669,31757,25630,18641,13228,7261,2533,502,81
전라북도,완산구,342896,10074,14731,16003,21064,27669,23693,18692,21303,23667,29397,29747,27590,24604,17535,13987,10077,7142,4110,1471,291,49
전라북도,덕진구,323621,12049,17429,17293,18253,26702,22490,19137,23563,25617,27485,25796,22771,20065,14222,11643,8564,6086,3151,1062,211,32
전라북도,군산시,269023,8332,12727,12633,13685,17954,14991,13858,18537,20068,23157,22148,20932,20703,15543,12704,9510,6421,3577,1279,232,32
전라북도,익산시,285312,7715,11505,12313,16111,22908,18232,13606,16114,18594,22740,24075,23897,22736,16585,13436,10575,7775,4487,1569,300,39
전라북도,정읍시,106706,2544,3844,4236,4808,5938,5089,4438,5207,6433,8134,8716,9123,9104,7193,6828,6137,4975,2864,895,171,29
전라북도,남원시,78097,2183,2831,3204,3411,3462,3389,2952,3618,4498,6050,6739,6716,6960,5639,5158,4498,3715,2147,730,168,29
전라북도,김제시,79733,1662,2593,2812,3017,3498,3741,3284,3868,4304,5332,6091,6896,7591,6204,5754,5187,4252,2590,880,155,22
전라북도,완주군,95834,2745,4153,4255,5133,7417,5224,4465,5838,6425,7128,7424,7540,7444,5777,4872,4027,3302,1840,669,140,16
전라북도,진안군,23380,612,638,710,744,880,841,738,890,1079,1417,1867,2286,2464,2047,1910,1746,1459,775,221,51,5
전라북도,무주군,22678,450,740,827,819,722,830,779,909,1193,1559,1878,2118,2254,1903,1614,1656,1394,743,228,50,12
전라북도,장수군,20879,454,692,758,711,767,810,751,867,1080,1359,1620,1860,2107,1876,1535,1474,1254,672,186,40,6
전라북도,임실군,26075,669,662,773,896,1272,1064,939,1001,1200,1495,2005,2294,2565,2070,2126,1980,1775,936,301,41,11
전라북도,순창군,26598,793,743,1024,1000,931,951,946,1131,1350,1801,2031,2188,2575,2010,2014,2077,1778,863,304,75,13
전라북도,고창군,52608,1083,1601,1992,2382,1921,2067,1853,2202,2512,3435,4023,4542,5145,4089,4088,4014,3190,1745,586,116,22
전라북도,부안군,49326,1047,1482,1582,1777,1931,2015,1809,2233,2594,3297,3851,4423,4933,4107,3904,3451,2804,1539,463,77,7
전라남도,목포시,224509,7035,11460,11804,12075,14892,12357,10754,15721,17731,19698,18610,17668,16798,12011,9878,7688,4975,2311,835,179,29
