시군구코드,시도명,시군구명,2019_노인청소년_예산,2020_노인청소년_예산,2019_전체예산,2020_전체예산,2019_총인구,2020_총인구,2019_노인인구,2020_노인인구,예산인구평가지표,스케일링된 민맥스,LHIi,LMIi,LLIi,LSIi,복지서비스평가지표,복지민맥,종합평점
39020,제주특별자치도,서귀포시,133747,141078,956324,1062112,177360,178552,32394,33707,-0.0621,54.6249295,-0.702692783,0.122641136,-0.680985072,-0.229677284,-1.490714003,12.68031315,20.58268225
35380,전라북도,부안군,60596,63392,661020,677068,49733,49326,16635,16983,-0.0021,63.08516638,-0.702692783,-0.526559401,0.079758418,-0.411012406,-1.560506172,12.24979599,20.51585065
31120,경기도,구리시,64131,78992,747319,827003,192270,192051,23800,25159,0.0359,68.44331641,-0.471322256,-0.240577692,-0.866998112,-0.014828606,-1.593726666,12.0448734,20.48477132
37360,경상북도,청도군,46876,51943,423177,492806,41054,41378,15172,15541,-0.0191,60.68809927,-0.131239039,-0.458684968,-0.316464622,-0.649556544,-1.555945174,12.27793078,20.42386797
11040,서울특별시,성동구,79192,87622,599471,815446,299688,291918,42629,43796,-0.2125,33.4179357,-0.702692783,-0.569849831,0.095115378,0.008822844,-1.168604392,14.66726548,20.38671868
36450,전라남도,장성군,48393,53077,455804,517252,42193,41443,12936,13067,-0.0208,60.44839255,-0.188669265,-0.657057769,-0.255203906,-0.509618795,-1.610549735,11.94109929,19.94268061
11130,서울특별시,서대문구,111611,132447,638072,859563,319394,317209,50045,51645,-0.1699,39.42470389,-0.702692783,-0.29449832,-0.482502214,0.083763113,-1.395930204,13.26499266,19.85087947
36410,전라남도,영암군,52320,58578,627476,657002,57476,57076,13835,14074,0.0152,65.52453469,-0.702692783,-0.553070293,0.098523928,-0.497771065,-1.655010214,11.66684218,19.80698975
36420,전라남도,무안군,53777,62754,706770,720477,81789,84637,16599,16858,0.0624,72.17992104,-0.702692783,-0.293069303,-0.084531685,-0.610130125,-1.690423897,11.44839076,19.76230115
36320,전라남도,곡성군,39601,40932,446527,501726,27858,27349,10028,10084,-0.0251,59.84207558,-0.319124492,-0.563170317,-0.337928286,-0.418925562,-1.639148657,11.76468514,19.66359517
36460,전라남도,완도군,57486,65497,584175,625273,48366,48269,15734,15921,0.0151,65.51043429,-0.319124492,-0.542472397,-0.278207066,-0.531284622,-1.671088576,11.56766184,19.66323999
21110,부산광역시,금정구,102713,116353,493054,629657,244726,237219,44382,46642,-0.2089,33.92554992,0.34709679,-0.33287462,-0.693022768,-0.681106481,-1.359907079,13.48720345,19.30116947
22060,대구광역시,수성구,129511,149497,708835,990492,415283,412912,61089,63474,-0.2602,26.69204738,-0.188669265,-0.355628637,-0.369925293,-0.223749752,-1.137972947,14.85621737,19.08829937
38400,경상남도,합천군,57028,62624,673109,723649,42449,42140,17088,17244,0.001,63.52227862,-0.702692783,-0.558288489,0.21898732,-0.698845069,-1.740839021,11.13740207,18.95194704
11220,서울특별시,서초구,79268,75682,725218,964039,404960,401749,54663,57036,-0.2568,27.1714608,-0.702692783,-0.618487661,0.357816379,-0.385419341,-1.348783406,13.55582049,18.08770109
35320,전라북도,진안군,35547,42696,508520,512830,23013,23380,8435,8613,0.0353,68.35871404,-0.702692783,-0.621442599,-0.157397978,-0.379513813,-1.861047173,10.39589092,18.0471919
38090,경상남도,거제시,66228,78876,864741,1179446,251226,246965,23456,24892,-0.1568,41.27185561,-0.702692783,-0.267521856,-0.042763015,-0.661374934,-1.674352588,11.54752759,18.04594687
36390,전라남도,강진군,43941,48432,476137,519352,32805,32778,11828,11883,0.0013,63.56457981,-0.166926728,-0.700412802,-0.293375038,-0.685048389,-1.845762956,10.49017252,18.0083894
38310,경상남도,의령군,37192,38552,541205,522770,26040,25965,9584,9689,0.0109,64.91821771,0.151413951,-0.737954862,-0.421465627,-0.850623212,-1.85862975,10.41080294,17.9439681
33330,충청북도,옥천군,54264,56925,543079,592770,49117,48868,14123,14557,-0.0251,59.84207558,-0.42783718,-0.411508456,-0.267968139,-0.738264153,-1.845577928,10.49131388,17.85274399
38360,경상남도,하동군,53722,60242,606960,687975,42583,41772,14849,15120,-0.0119,61.70332769,-0.702692783,-0.536659424,0.095358511,-0.714620037,-1.858613734,10.41090173,17.81582598
11210,서울특별시,관악구,147651,164410,789211,1124588,507828,502641,71888,74787,-0.339,15.58093627,-0.702692783,0.022779206,-0.531898082,1.035836682,-0.175974978,20.79035917,17.8125776
38380,경상남도,함양군,46521,51591,536384,571803,37384,37114,12620,12836,0.004,63.94529047,-0.702692783,-0.559284235,-0.101239154,-0.523386135,-1.886602307,10.23825255,17.65049246
32070,강원도,삼척시,70067,82704,817925,781533,67210,65939,15481,16004,0.0641,72.41962775,-0.702692783,-0.625264079,-0.300051569,-0.346000257,-1.974008688,9.699081082,17.10703569
21060,부산광역시,동래구,100372,115853,476178,622886,260986,263345,44255,46863,-0.1979,35.47659334,-0.123441652,-0.580945601,-0.682870265,-0.34005072,-1.727308238,11.22086751,17.04924192
21140,부산광역시,수영구,75896,87243,341329,449859,170414,171461,33784,35661,-0.1892,36.70332769,-0.014728964,-0.694599829,-0.752225443,-0.304624888,-1.766179125,10.98109013,16.9045809
32060,강원도,속초시,48056,58694,514374,545092,78643,80054,13952,14816,0.0552,71.16469261,-0.702692783,-0.437489175,-0.866652415,-0.046341869,-2.053176242,9.210731307,16.31042999
21050,부산광역시,부산진구,158477,181042,632432,839238,352390,351403,64599,67133,-0.2378,29.85053582,-0.702692783,-0.55832079,-0.109541606,-0.426802044,-1.797357224,10.78876616,15.84921173
37330,경상북도,청송군,39354,44456,424435,427831,23958,23761,8957,9135,0.0223,66.52566272,-0.362609567,-0.667623365,-0.624739823,-0.438649774,-2.093622529,8.961235976,15.79485109
32330,강원도,영월군,41137,46841,541392,538540,36332,36282,10669,11024,0.0275,67.25888325,-0.406094642,-0.643071663,-0.719415476,-0.342095023,-2.110676805,8.856035658,15.65125673
36470,전라남도,진도군,42251,49238,501811,543030,29295,29297,10111,10085,0.0195,66.13085166,-0.702692783,-0.780812021,-0.228638349,-0.413020035,-2.125163189,8.766675535,15.48109106
26020,울산광역시,남구,83749,100111,521708,691994,322135,320175,33804,36318,-0.2544,27.50987028,-0.702692783,-0.626259825,-0.126197792,-0.34993483,-1.805085231,10.74109549,15.44986579
11030,서울특별시,용산구,68308,77525,519788,686515,227181,225882,37212,38346,-0.1371,44.04963339,-0.14518419,-0.71915153,-0.503793029,-0.661396939,-2.029525688,9.356621159,15.43473645
37370,경상북도,고령군,32444,35882,360042,377849,32191,31419,9380,9648,0,63.38127468,0.281869177,-0.722074167,-0.67207765,-1.014249085,-2.126531725,8.758233639,15.38984739
38350,경상남도,남해군,55926,58478,554453,593792,42169,41587,15910,15987,-0.0112,61.80203046,-0.702692783,-0.707590188,-0.471501607,-0.271103997,-2.152888576,8.595649833,15.09221925
37380,경상북도,성주군,43903,50469,556500,553700,41314,41574,13142,13477,0.0332,68.06260575,-0.319124492,-0.641177074,-0.454880564,-0.797392779,-2.212574908,8.227471137,14.68036597
33370,충청북도,음성군,65277,70524,701281,792889,104823,103725,18303,19067,-0.0492,56.44388043,-0.702692783,-0.504464764,-0.179761026,-0.795429159,-2.182347733,8.413929268,14.64479975
23010,인천광역시,중구,49891,63004,415448,493676,131863,138586,17482,19076,0.0214,66.39875917,-0.702692783,-0.140844967,-0.816357162,-0.582529431,-2.242424343,8.043343119,14.34854702
32050,강원도,태백시,42721,45976,457159,451929,42474,41494,9940,10324,0.0096,64.73491258,-0.702692783,-0.720580548,-0.877963576,0.028532386,-2.272704521,7.856558036,14.01248916
37400,경상북도,예천군,50003,54846,534874,582059,53020,53718,15876,16389,-0.0034,62.90186125,-0.702692783,-0.627656541,-0.095324301,-0.848666928,-2.274340552,7.846466082,13.95248027
34380,충청남도,태안군,62188,73928,674267,697335,60896,60901,17967,18567,0.0351,68.33051325,-0.702692783,-0.473602218,-0.247871123,-0.866390846,-2.29055697,7.746434141,13.91532754
36480,전라남도,신안군,48945,54010,786575,868200,35432,35138,13958,14072,-0.0026,63.01466441,-0.702692783,-0.61037913,-0.095669998,-0.872311043,-2.281052954,7.80506023,13.88972503
31350,경기도,연천군,40618,44580,711658,656212,42540,42278,10611,10990,0.0325,67.96390299,-0.406094642,-0.472671074,-0.665730676,-0.750089878,-2.29458627,7.721579164,13.86761747
38340,경상남도,고성군,53016,59038,635606,668413,50887,50016,15158,15577,0.0036,63.88888889,-0.702692783,-0.577124121,-0.337928286,-0.70869984,-2.326445031,7.525056498,13.46424696
37310,경상북도,군위군,33997,34177,368613,402726,22206,22096,8983,9176,-0.0236,60.0535815,-0.210411803,-0.768287234,-0.655370182,-0.694895825,-2.328965044,7.509511647,13.3496869
22040,대구광역시,남구,84767,97190,393385,555867,147500,145588,32158,32987,-0.2167,32.82571912,-0.702692783,0.046432064,-0.951175565,-0.592391537,-2.199827821,8.306102303,13.25755932
22010,대구광역시,중구,44345,49435,299496,363550,75561,74278,15566,15597,-0.0712,53.34179357,-0.275639416,-0.673436337,-0.944534176,-0.436671485,-2.330281414,7.501391541,13.15308126
33390,충청북도,증평군,23366,25019,240236,276270,37493,37183,5846,6143,-0.0756,52.7213762,-0.340867029,-0.630113606,-0.676401724,-0.685070394,-2.332452753,7.487997507,13.11349078
21120,부산광역시,강서구,34861,44217,383898,513904,128809,136734,14090,15183,-0.0553,55.58375635,-0.406094642,-0.736493544,-0.614068775,-0.600282689,-2.356939649,7.336948629,12.96282885
23020,인천광역시,동구,49991,67300,325305,302909,63003,61285,13254,13751,0.2597,100,-0.702692783,-0.547257321,-0.578630939,-0.619992231,-2.448573274,6.771701153,12.68444931
22050,대구광역시,북구,143010,164951,706740,1023409,446050,446466,56894,60120,-0.3895,8.460236887,-0.210411803,1.07587043,0.003086597,-0.440606059,0.427939165,24.51563955,12.57938472
36380,전라남도,장흥군,50408,54390,526517,546985,35494,35273,12611,12720,0.0063,64.26959955,-0.702692783,-0.719649404,0.000250737,-1.014249085,-2.436340536,6.847159526,12.3758227
32410,강원도,양양군,28210,32707,372715,408459,26280,26748,7556,7945,0.0063,64.26959955,-0.702692783,-0.671975019,-0.532797467,-0.531277287,-2.438742555,6.832342529,12.35161531
21030,부산광역시,동구,65578,74719,302034,367028,85673,87246,21407,22257,-0.0709,53.38409475,-0.702692783,-0.727324664,-0.699958573,-0.294740778,-2.424716798,6.918861247,12.25005104
31110,경기도,과천시,31014,33505,505790,1084477,53830,58018,7762,8084,-0.2035,34.68697124,-0.188669265,-0.831842314,-0.511541794,-0.809233174,-2.341286547,7.433505722,12.24325163
35330,전라북도,무주군,31802,38257,455174,461323,22852,22678,7715,7891,0.0314,67.80879865,-0.702692783,-0.691243922,-0.403599502,-0.669273421,-2.466809628,6.659209117,12.12743522
35360,전라북도,순창군,41709,41339,456629,458072,26642,26598,9279,9312,-0.0045,62.74675691,-0.702692783,-0.737954862,-0.204268541,-0.828957386,-2.473873572,6.615634757,11.96929967
35340,전라북도,장수군,31784,36999,459894,471268,21267,20879,7198,7304,0.0202,66.22955443,-0.702692783,-0.769748553,-0.39246119,-0.616042987,-2.480945513,6.572011068,11.95747267
34350,충청남도,청양군,36220,43517,461083,465077,30783,30103,10516,10762,0.0318,67.86520023,-0.702692783,-0.661874995,-0.291230572,-0.85456512,-2.51036347,6.390544647,11.68113236
36330,전라남도,구례군,28314,33674,346692,425012,23836,23907,8510,8676,-0.0104,61.91483362,-0.702692783,-0.679217008,-0.471588032,-0.698837734,-2.552335557,6.131637327,11.15823641
32400,강원도,고성군,31015,37068,471265,448758,27144,26572,7416,7659,0.0457,69.8251551,-0.319124492,-0.738420434,-0.851916565,-0.714612702,-2.624074192,5.689113282,10.52101082
33350,충청북도,진천군,51856,62950,575581,619769,87525,89514,12395,13002,0.0631,72.2786238,-0.340867029,-0.594000563,-0.814731241,-0.88020953,-2.629808363,5.653741706,10.48716197
37420,경상북도,울진군,52302,51369,892880,741158,47651,47151,13073,13356,0.0312,67.78059786,-0.702692783,-0.767789361,-0.512370893,-0.653513122,-2.636366159,5.613289551,10.36795121
37410,경상북도,봉화군,41274,45891,502300,510717,30308,29945,11040,11222,0.0142,65.38353074,-0.702692783,-0.608387637,-0.356988211,-0.968909804,-2.636978436,5.609512684,10.3325545
21040,부산광역시,영도구,77262,85963,368680,438631,117959,113224,29072,30116,-0.1135,47.37732657,-0.702692783,-0.749981776,-0.811687391,-0.343999963,-2.608361913,5.786035411,10.3126243
21070,부산광역시,남구,121003,132431,511677,678617,278849,269111,50151,51717,-0.2994,21.16469261,-0.702692783,-0.711941842,-0.564932179,-0.505647547,-2.485214352,6.54567848,9.998947506
32380,강원도,양구군,22703,23371,429228,452305,21780,21317,4324,4493,-0.0213,60.37789058,-0.239951728,-0.749981776,-0.989519545,-0.728409382,-2.707862431,5.172260537,9.528282556
21130,부산광역시,연제구,82553,99355,397231,531972,203959,204947,35526,37891,-0.1829,37.59165257,-0.702692783,-0.671043875,-0.559830287,-0.740235107,-2.673802051,5.38236402,9.416478808
21150,부산광역시,사상구,90324,104886,445044,577394,222618,216350,34306,36409,-0.2376,29.8787366,-0.702692783,-0.550613229,-0.621350276,-0.771785044,-2.646441332,5.551140246,9.362779214
32350,강원도,정선군,44991,49260,545931,548568,35255,34524,9508,9837,0.0096,64.73491258,-0.42783718,-0.613237165,-0.777891615,-0.909766508,-2.728732468,5.04352247,9.357962412
32340,강원도,평창군,37486,42255,549442,590629,39657,39258,10675,11200,-0.0027,63.00056402,-0.702692783,-0.657555642,-0.741692101,-0.639701773,-2.741642299,4.963887408,9.202684634
26030,울산광역시,동구,47382,50472,306233,336528,162104,159000,16783,18189,-0.1834,37.52115059,-0.702692783,-0.792838935,-0.767774254,-0.456395697,-2.71970167,5.099229485,8.978284899
26040,울산광역시,북구,45189,52372,388151,518264,213524,217051,14984,16449,-0.3256,17.47038917,-0.702692783,-0.681577169,-0.630603395,-0.610130125,-2.625003472,5.683380963,8.576648784
26010,울산광역시,중구,75809,90709,405211,514398,219428,214147,29405,31023,-0.1788,38.16976875,-0.702692783,-0.516924949,-0.733546357,-0.815153371,-2.768317461,4.799340081,8.526576698
21020,부산광역시,서구,68755,78265,345898,433658,105847,105303,25205,26069,-0.1057,48.47715736,-0.702692783,-0.71529775,-0.766961294,-0.754046456,-2.938998283,3.74648526,6.95543039
37350,경상북도,영덕군,45942,50640,585381,574400,35672,34893,13287,13458,0.0179,65.90524535,-0.702692783,-0.714832178,-0.571832841,-0.96693885,-2.956296652,3.63977924,6.898568092
37340,경상북도,영양군,28113,32274,358000,357000,16146,15743,6084,6118,0.0242,66.79357022,-0.702692783,-0.695097703,-0.783460771,-0.882165814,-3.063417071,2.979000551,5.703619067
34070,충청남도,계룡시,17179,19731,296281,301849,41153,40854,4446,4764,0.0239,66.75126904,-0.702692783,-0.605064031,-0.901606848,-0.931447004,-3.140810667,2.501593543,4.822458953
21010,부산광역시,중구,31959,36811,195747,233200,41958,41439,10380,10744,-0.0511,56.17597293,-0.702692783,-0.866028467,-0.938792171,-0.657447695,-3.164961117,2.352620053,4.516107894
32360,강원도,철원군,36007,40240,538220,671080,43520,43042,9464,9830,-0.0451,57.02199662,-0.702692783,-0.674865354,-0.894843892,-0.94130911,-3.21371114,2.051902631,3.961261618
37430,경상북도,울릉군,9621,10748,212000,261000,8704,8444,2290,2341,-0.024,59.99717992,-0.340867029,-0.874233901,-1.157493612,-1.014249085,-3.386843628,0.983924561,1.936098056
32370,강원도,화천군,26147,28488,403904,474817,23425,23733,5064,5319,-0.0317,58.91144952,-0.702692783,-0.728818283,-0.997873279,-0.972851712,-3.402236059,0.888975433,1.751520374
23320,인천광역시,옹진군,18989,27055,364286,434150,19040,19292,4965,5125,0.0347,68.27411168,-0.702692783,-0.823669181,-1.045211106,-0.933425293,-3.504998363,0.255080037,0.508261151
32390,강원도,인제군,23946,29234,548500,618223,30133,30147,6014,6194,0.0114,64.98871968,-0.702692783,-0.858320905,-1.000657858,-0.984677437,-3.546348984,6.27E-06,1.25E-05
22070,대구광역시,달서구,168542,201707,818884,1240555,574390,566712,70983,75775,-0.4495,0,-0.210411803,0.432081896,-0.205375916,0.261148992,0.277443168,23.58729602,0
