시군구코드,시도명,시군구명,2019_노인청소년_예산,2020_노인청소년_예산,2019_전체예산,2020_전체예산,2019_총인구,2020_총인구,2019_노인인구,2020_노인인구,예산인구평가지표,스케일링된 민맥스,LHIi,LMIi,LLIi,LSIi,복지서비스평가지표,복지민맥,종합평점
36360,전라남도,보성군,54754,59067,629852,651014,38339,37888,15376,15429,0.006,64.22729836,-0.210411803,-0.725927948,0.15725934,0.172404708,-0.606675703,18.13355608,28.28210865
31080,경기도,동두천시,59900,68657,562349,567686,96541,95239,17695,18344,0.0468,69.98025945,-0.702692783,0.375801107,-0.20039559,-0.158693593,-0.685980861,17.64435749,28.18287276
38100,경상남도,양산시,117532,137913,1249949,1448673,347221,351206,41664,44631,-0.0345,58.51663847,0.107928875,-0.59586285,-0.34628202,0.284734428,-0.549481567,18.48636152,28.09656075
37090,경상북도,문경시,69737,77592,810400,835300,68542,68212,20324,20891,0.0131,65.2284264,0.129671413,-0.203468903,-0.056426633,-0.566754462,-0.696978584,17.57651738,27.69130726
38050,경상남도,통영시,87736,100969,743560,801528,129931,127984,22844,23895,0.0036,63.88888889,-0.702692783,0.138457228,0.539005803,-0.675178948,-0.700408701,17.5553585,27.54257997
33360,충청북도,괴산군,43470,48681,562136,609450,38808,38093,12103,12527,-0.0051,62.66215454,0.208844177,-0.391773981,0.409772695,-0.913715751,-0.68687286,17.63885514,27.52863684
11240,서울특별시,송파구,123605,142791,917851,1288753,648600,643288,81211,87182,-0.258,27.00225606,-0.340867029,0.014205103,0.176940374,1.075241096,0.925519544,27.58499377,27.29051445
34360,충청남도,홍성군,75150,80541,706154,738955,102791,102757,22363,22991,-0.002,63.09926678,-0.702692783,-0.416293381,0.482638988,-0.09171049,-0.728057667,17.3848042,27.25926721
11080,서울특별시,성북구,147057,169095,804451,1109304,445327,438833,67646,70699,-0.2573,27.10095883,0.159211338,-0.044532751,0.525063909,0.180317864,0.82006036,26.93446251,27.01745416
25010,대전광역시,동구,110108,128901,529976,668200,237273,232559,38664,40621,-0.1706,39.32600113,-0.702692783,0.450018686,-0.496770801,0.48589645,-0.263548448,20.250157,26.73410714
31180,경기도,하남시,79739,90117,879389,1083818,260544,279795,30309,33597,-0.087,51.11393119,0.434066941,-0.276160561,-0.602757614,-0.176439516,-0.62129075,18.04340229,26.67162474
11020,서울특별시,중구,65016,74703,524387,666269,130957,128744,21750,22974,-0.1182,46.71460801,1.10808561,-0.805363722,-0.460520004,-0.405128883,-0.562927,18.40342256,26.40462752
38060,경상남도,사천시,68887,77564,783756,813382,111110,111184,22641,23428,0.0212,66.37055838,0.339299403,-0.526527099,-0.549556217,-0.144948258,-0.881732171,16.43685387,26.34844248
38070,경상남도,김해시,145440,157632,1853360,2159215,549331,552427,53753,57532,-0.101,49.13987592,-0.210411803,-0.172606356,-0.287805882,0.02858373,-0.64224031,17.91417368,26.25643872
11190,서울특별시,영등포구,104451,123935,694701,975994,394083,403619,54906,56957,-0.1793,38.09926678,-0.702692783,-0.403367624,-0.037264144,0.834792018,-0.308532533,19.97266999,26.20694692
21310,부산광역시,기장군,70419,78299,615905,740138,160732,169465,24049,25348,-0.0569,55.35815003,-0.702692783,-0.023802529,-0.075140861,0.034496593,-0.76713958,17.14372509,26.17987202
11140,서울특별시,마포구,127642,154825,712190,961935,369327,365612,50544,52104,-0.1802,37.97236323,0.050498649,-0.645929698,-0.044459221,0.312393801,-0.327496468,19.85568983,26.07618367
38330,경상남도,창녕군,76959,86018,611913,671239,62370,61302,18034,18426,-0.0086,62.16864072,0.62974978,-0.66283844,-0.126300356,-0.714598032,-0.873987048,16.48463012,26.05936248
34370,충청남도,예산군,68349,76175,712408,797841,78963,77838,23067,23711,-0.015,61.26621545,0.020958725,-0.206889413,-0.061909364,-0.643643681,-0.891483733,16.37670078,25.84494573
29010,세종시,세종시,96689,100930,1691406,1896054,338136,353933,29178,31949,-0.0728,53.11618725,0.701125157,-0.38449969,-0.680431384,-0.434693196,-0.798499113,16.95028195,25.69943541
22020,대구광역시,동구,182269,216020,721200,976144,337439,333294,61656,64014,-0.231,30.80936266,-0.702692783,0.73696384,-0.32871031,0.306466268,0.012027015,21.95006067,25.63588974
11110,서울특별시,노원구,207660,234701,1028597,1408433,522480,511982,77032,80854,-0.3141,19.09193457,0.477552016,0.313209472,0.905184451,1.057524513,2.753470453,38.86081788,25.6045886
36060,전라남도,광양시,62768,71664,1081502,1214299,143656,143928,18319,19300,-0.015,61.26621545,-0.319124492,-0.380710512,-0.107102725,-0.144889579,-0.951827308,16.00446784,25.37917702
22030,대구광역시,서구,102474,118216,437883,570610,175243,170437,35821,36752,-0.1841,37.42244783,-0.210411803,0.432114197,-0.70193019,0.042358405,-0.437869391,19.17484788,25.35703289
31060,경기도,광명시,97913,105900,977467,1170733,313462,298116,39869,41397,-0.1362,44.17653694,-0.253896879,-0.30599506,0.098332077,-0.207989453,-0.669549315,17.74571646,25.32027682
21080,부산광역시,북구,126627,152654,548998,699107,285098,280177,43125,45908,-0.1922,36.28031585,-0.166926728,-0.441776226,-0.63454663,0.828893825,-0.414355758,19.31989312,25.21328023
36400,전라남도,해남군,79019,86927,969256,973483,65175,65223,21811,21957,0.0216,66.42695995,-0.702692783,-0.273334828,0.615901754,-0.740242442,-1.100368299,15.08818388,24.59082176
31170,경기도,의왕시,62502,67498,513362,701654,155826,160230,19146,20823,-0.2507,28.03158488,0.295814328,-0.412937473,0.709969574,-0.625919763,-0.033073334,21.67185648,24.44484598
11090,서울특별시,강북구,141106,164213,686430,926014,303871,299535,58103,60474,-0.1967,35.64579808,-0.702692783,0.111849432,-0.558758053,0.564719948,-0.584881457,18.26799519,24.15624011
34050,충청남도,서산시,90904,102629,1146766,1128447,175204,176379,29878,31101,0.0509,70.55837563,-0.702692783,0.09177859,-0.168069026,-0.411056415,-1.190039635,14.5350409,24.10454105
25040,대전광역시,유성구,61321,71389,556357,738722,366544,368895,29219,31182,-0.2394,29.6249295,-0.210411803,-0.023272355,-0.133098454,0.079821205,-0.286961407,20.10573277,23.95427242
11060,서울특별시,동대문구,120482,138947,682144,936053,355094,351057,56991,59170,-0.2198,32.38860688,-0.702692783,-0.197319564,-0.358908547,0.769728525,-0.489192369,18.85825903,23.83727189
34340,충청남도,서천군,66627,72235,566572,600930,51826,51039,18048,18417,-0.0046,62.73265651,-0.702692783,-0.554964883,0.356347167,-0.28883525,-1.190145749,14.53438633,23.60076514
24010,광주광역시,동구,52879,61707,368713,437749,103754,106005,20337,21138,-0.0247,59.89847716,-0.101699115,-0.537157298,-0.652793595,0.113276082,-1.178373925,14.60700153,23.48651839
36310,전라남도,담양군,51987,50900,436506,544745,43804,44201,13816,13960,-0.0818,51.84715172,0.093983725,-0.335428589,-0.147418323,-0.75798103,-1.146844217,14.80149441,23.02868463
36430,전라남도,함평군,42677,48641,445836,495271,30556,30156,11421,11564,0,63.38127468,-0.253896879,-0.421110607,-0.118673158,-0.531277287,-1.32495793,13.70278936,22.5338471
37050,경상북도,구미시,176852,155451,1504600,1603800,420319,416603,35432,37540,-0.3187,18.44331641,0.0644438,0.606931043,0.019742783,0.324248866,1.015366492,28.13922002,22.28219321
35350,전라북도,임실군,42529,43068,464684,513103,26144,26075,9770,9830,-0.0223,60.23688663,-0.702692783,-0.740845197,0.46331979,-0.365695129,-1.34591332,13.57352479,22.15478435
34330,충청남도,부여군,82128,109787,868034,893112,65337,64207,21508,22051,0.0705,73.32205302,-0.702692783,-0.228951748,0.054697216,-0.574660284,-1.451607599,12.92154333,21.97111728
34030,충청남도,보령시,75323,83778,901055,1012332,99320,99088,24116,24988,-0.0161,61.11111111,-0.702692783,-0.487556022,0.133356795,-0.318450907,-1.375342918,13.39198656,21.96953427
11010,서울특별시,종로구,57821,66194,529565,644867,154969,151291,26572,27318,-0.0683,53.75070502,-0.166926728,-0.488021594,0.064277029,-0.730387671,-1.321058964,13.72684037,21.86882594
38320,경상남도,함안군,63613,65263,529491,609744,66611,65279,14825,15354,-0.0847,51.43824027,-0.210411803,-0.463967766,-0.31843624,-0.314457655,-1.307273464,13.81187704,21.77647119
31140,경기도,오산시,60317,67386,697675,820832,233998,240645,18589,20257,-0.113,47.44782854,-0.702692783,-0.199084947,-0.530998697,0.152731841,-1.280044588,13.97983999,21.5965563
38390,경상남도,거창군,59696,66484,755662,683514,59888,59595,16214,16603,0.0573,71.4608009,-0.702692783,-0.528951863,0.128427751,-0.389368584,-1.49258548,12.66876883,21.52204914
21100,부산광역시,사하구,134706,156571,595540,779774,319828,312057,52805,55964,-0.2504,28.07388607,-0.210411803,-0.413338443,-0.342546776,0.235489912,-0.730807109,17.36784411,21.45969684
38370,경상남도,산청군,45581,54627,524256,550704,33579,33500,12091,12444,0.0256,66.99097575,-0.702692783,-0.386859851,-0.285021304,-0.12917329,-1.503747228,12.59991692,21.21048529
24040,광주광역시,북구,146916,167292,766621,1071774,446661,439352,58793,61446,-0.3399,15.45403271,-0.702692783,0.160053991,0.297266059,2.100327989,1.854955256,33.31827335,21.11451058
11170,서울특별시,구로구,137032,166112,753070,1050802,435560,435442,61105,64932,-0.2369,29.97743937,-0.702692783,-0.073371503,-0.244014312,0.115283711,-0.904794888,16.29459012,21.11297442
34310,충청남도,금산군,49480,54186,548788,635238,54442,53758,15181,15613,-0.0296,59.20755781,-0.152981577,-0.318616751,-0.307297928,-0.690961252,-1.469857507,12.80896769,21.0614908
37070,경상북도,영천시,82540,93280,981083,949209,100487,100353,26844,27672,0.0414,69.21883813,-0.275639416,-0.369614742,-0.0436624,-0.858521699,-1.547438257,12.33040621,20.93204905
21090,부산광역시,해운대구,142885,159262,691371,914224,392846,389535,62825,66218,-0.2675,25.66271856,-0.702692783,-0.565097207,-0.156879432,0.704672366,-0.719997057,17.43452656,20.76315305
33320,충청북도,보은군,41290,49781,476543,505357,32001,31543,10648,10909,0.0244,66.82177101,-0.702692783,-0.675330926,0.69089351,-0.868369135,-1.555499334,12.28068097,20.74820265
